Position,album,artist
120,Dum and Dummer 2,Young Dolph & Key Glock
121,Homesick,Trevor Daniel
122,L.O.V.E. (Deluxe),Luh Kel
123,Still Taking Risks,Quando Rondo
124,Building Bridges,Smallgod
125,Seed,Gyakie
126,Afrodisíaco,Rauw Alejandro
127,Signed To The Streets 3,Lil Durk
128,Jackboy,Jackboy
129,RETURN OF OKOMFO ANOKYE,Jay Bahd
130,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
131,PTSD,G Herbo
132,The Palmwine Express,Show Dem Camp
133,Roots,NSG
134,Honorable,Hotkid
135,RESTLESS II,Simi
136,CITIZEN OF THE WORLD,King Perryy
137,YOU,Ali Gatie
138,PERFECT PICTURE,Dremo
139,Kut Da Fan On,HOTBOII
140,Off The Record,Reekado Banks
141,Viral Infection 1.0,Ayanfe Viral
142,Anloga Junction,Stonebwoy
143,The Backend Child,NoCap
144,Greatest Lord,SINACH
145,Top Shotta,NLE Choppa
146,Trench Baby (Deluxe Edition),Lil Zay Osama
147,Ecstasy,Lil Kesh
148,Under The Sun,Symphani Soto
149,WUNNA,Gunna
150,Afrostreets Vol 1,Rexxie
151,A Boy From Tandale,Diamond Platnumz
152,Too Late Too Lit,KDDO
153,Aje (The Mixtape),Jaywon
154,Big Grim Reaper,Big Scarr
155,Trench Baby,Lil Zay Osama
156,Only The Generals Part II,Kevin Gates
157,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats
158,Cray Cray,Crayon
159,Hunger Games 3,Rod Wave
160,Blackstar,Kelvyn Boy
161,Amazing Grace,MEDIKAL
162,Mainland To Island,Oladips x Zlatan
163,The Idea Of Her,Ali Gatie
164,Live From Nkrumah From Vol II: Home Run,Kwesi Arthur
165,Signed To The Streets 2.5,Lil Durk
166,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
167,Legendary,Tyga
168,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
169,Heaven Or Hell,Don Toliver
170,Love Me While I'm Here,Jackboy
171,Love Scars: The 5 Stages Of Emotions (Deluxe),Yung Bleu
172,Living In History,Jackboy
173,Fever,Megan Thee Stallion
174,Empress,Yemi Alade
175,"Grandson, Vol. 1",King Von
176,Yabasi,Basketmouth
177,Artist 2.0,A Boogie Wit da Hoodie
178,Table For Two,Korede Bello
179,Loyalty Over Royalty (Deluxe),CJ
180,Billionaire Sheikh Riddim,"Teejay, Shatta Wale, Beenie Man, Demarco & More"
181,The Mayor of Lagos,Mayorkun
