Position,album,artist
122,Dum and Dummer 2,Young Dolph & Key Glock
123,Homesick,Trevor Daniel
124,L.O.V.E. (Deluxe),Luh Kel
125,Still Taking Risks,Quando Rondo
126,Building Bridges,Smallgod
127,Seed,Gyakie
128,Afrodisíaco,Rauw Alejandro
129,Signed To The Streets 3,Lil Durk
130,Jackboy,Jackboy
131,RETURN OF OKOMFO ANOKYE,Jay Bahd
132,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
133,PTSD,G Herbo
134,The Palmwine Express,Show Dem Camp
135,Roots,NSG
136,Honorable,Hotkid
137,RESTLESS II,Simi
138,CITIZEN OF THE WORLD,King Perryy
139,YOU,Ali Gatie
140,PERFECT PICTURE,Dremo
141,The Palmwine Express,Show Dem Camp
142,Roots,NSG
143,The Beauty of Becoming,Rotimi
144,Still Taking Risks,Quando Rondo
145,Tropical Depression Riddim,"VARIOUS ARTISTE (KRANIUM, TEEJAY, SHATTA WALE, JAHMEIL & MORE)"
146,Building Bridges,Smallgod
147,Afrostreets Vol 1,Rexxie
148,Solid Focus Riddim,"Popcaan, Zamunda, Furnace"
149,Table For Two,Korede Bello
150,Top Shotta,NLE Choppa
151,The Idea Of Her,Ali Gatie
152,Cray Cray,Crayon
153,Anloga Junction,Stonebwoy
154,Trench Baby,Lil Zay Osama
155,Aje (The Mixtape),Jaywon
156,A Boy From Tandale,Diamond Platnumz
157,Artist 2.0,A Boogie Wit da Hoodie
158,Ecstasy,Lil Kesh
159,PERFECT PICTURE,Dremo
160,Type Beats| Rap|Afro-Pop|RnB|Trap/HipHop|Trapsoul 2020 instrumentals,Ryzy.A Beats
161,Wildboy,Calboy
162,Slime Language 2,"Young Stoner Life, Young Thug & Gunna"
163,Living In History,Jackboy
164,Designer Dope Boyz,Hoodrich Pablo Juan
165,38 Baby 2,YoungBoy Never Broke Again
166,PTSD,G Herbo
167,Outside,Burna Boy
168,Loyalty Over Royalty,CJ
169,THE ANGEL YOU DON'T KNOW,Amaarae
170,The Backend Child,NoCap
171,Afro Streets,Rexxie
172,YOU,Ali Gatie
173,Hunger Games 3,Rod Wave
174,The Mayor of Lagos,Mayorkun
175,High Supremacy Riddim,"Various Artiste (Tommy Lee Sparta, Teejay, Jahvinci, Shatta Wale & More)"
176,Kommunity Service,YG & Mozzy
177,Rora,Reekado Banks
178,Legendary,Tyga
179,L.O.V.E. (Deluxe),Luh Kel
180,Afro Series,Terri
181,Mainland To Island,Oladips x Zlatan
182,Eternal Atake (Deluxe) - LUV vs. The World 2,Lil Uzi Vert
183,Yabasi,Basketmouth
184,Lucille's Grandson,Kevo Muney
