rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
52,Champion ft. D Smoke,Dangbana Republik and  Bella Shmurda,94,50,350,41,82,325,157.0
53,Monalisa,Lojay and  Sarz,4,420,32,450,2,36,157.33333333333334
54,Clash,Dave and  Stormzy,13,420,49,450,9,7,158.0
55,Out There,Dangbana Republik and  Bella Shmurda,41,12,350,450,39,75,161.16666666666666
56,Professor Peller ft. Zlatan,Seyi Vibez,57,163,350,46,54,325,165.83333333333334
57,Tonongo,Lojay and  Sarz,32,97,350,450,31,46,167.66666666666666
58,World,Dangbana Republik and  Bella Shmurda,46,46,350,450,42,74,168.0
59,Lazarus,Dave and  Boj,10,420,91,450,7,39,169.5
60,Party Next Door,Dangbana Republik and  Bella Shmurda,22,420,55,450,21,56,170.66666666666666
61,LV N ATTN feat. Wizkid,Lojay and  Sarz,37,155,350,450,36,10,173.0
62,Bank On It,Burna Boy,60,420,98,94,56,325,175.5
63,Rise Up ft. Falz,2Baba,375,17,30,13,300,325,176.66666666666666
64,Late At Night,Roddy Ricch,65,69,350,450,61,77,178.66666666666666
65,Kilofeshe,Zinoleesky,90,47,350,450,88,49,179.0
66,La La (feat. Ckay),Davido,49,420,40,450,48,72,179.83333333333334
67,Soldier Go,Dangbana Republik and  Bella Shmurda,79,34,350,450,72,114,183.16666666666666
68,Yafun Yafun,Ajebo Hustlers,63,112,350,450,60,66,183.5
69,Shopping Spree (feat. Chris Brown & Young Thug),Davido,95,141,7,450,87,325,184.16666666666666
70,All,Rexxie,110,53,350,450,102,43,184.66666666666666
71,Bia,Phyno,375,30,63,29,300,325,187.0
72,Oliver Twist,ArrDee,85,420,81,450,83,13,188.66666666666666
73,Infinity ft. Omah Lay,Olamide,375,61,350,15,300,55,192.66666666666666
74,Too Correct ft. Rema,Crayon,375,49,80,36,300,325,194.16666666666666
75,Cash App ft. Zlatan & Lincoln,Bella Shmurda,375,60,34,76,300,325,195.0
76,Real Life,Burna Boy,80,109,350,450,76,117,197.0
77,Cocaine,Dai Verse,71,157,350,450,95,63,197.66666666666666
78,Door ft. Kwesi Arthur,Joeboy,375,98,82,38,300,325,203.0
79,Abule,Patoranking,375,153,47,57,300,325,209.5
80,Bad Influence ,Omah Lay,375,89,350,73,300,80,211.16666666666666
81,Both Sides Of A Smile,Dave and  James Blake,31,420,350,450,26,16,215.5
82,KPK (Ko Por Ke),Rexxie,375,84,39,450,300,48,216.0
83,We're All Alone,Dave,21,420,350,450,18,58,219.5
84,Lako,Dangbana Republik and  Bella Shmurda,82,36,350,450,78,325,220.16666666666666
85,Verdansk,Dave,23,420,350,450,20,59,220.33333333333334
86,Three Rivers,Dave,39,420,350,450,33,30,220.33333333333334
87,Peaches (Masterkraft Remix) ft. Alpha P & Omah Lay,Justin Bieber,375,420,87,75,300,69,221.0
88,Law Of Attraction,Dave and  Snoh Aalegra,25,420,350,450,22,60,221.16666666666666
89,Heart Attack,Dave,42,420,350,450,35,35,222.0
90,In The Fire,Dave,28,420,350,450,24,61,222.16666666666666
91,Southy Love,Peruzzi,55,103,350,450,52,325,222.5
92,Unconditionally ft. Oxlade,Ajebutter 22 and  Oxlade,76,420,350,95,74,325,223.33333333333334
93,Twenty To One,Dave,35,420,350,450,30,62,224.5
94,Loved By You,Justin Bieber,72,420,350,450,68,23,230.5
95,Blessed (feat. Damian Marley),Wizkid,44,420,350,450,43,79,231.0
96,Rush,Dangbana Republik and  Bella Shmurda,43,420,350,450,41,84,231.33333333333334
97,No Stress,Wizkid,89,96,350,450,89,325,233.16666666666666
98,Need For Speed,Olamide,375,25,350,31,300,325,234.33333333333334
99,Survivor's Guilt,Dave,54,420,350,450,46,87,234.5
100,OLOFOFO,Victor AD,375,35,350,26,300,325,235.16666666666666
101,Solace,Ajebo Hustlers,48,420,350,450,45,102,235.83333333333334
102,Triumphant ft. Bella Shmurda,Olamide,375,43,350,23,300,325,236.0
103,RAPSTAR,Polo G,83,420,350,450,80,34,236.16666666666666
104,High Way,DJ Kaywise and  Phyno,101,91,350,450,101,325,236.33333333333334
105,Jennifer (Remix) ft. Rayvanny,GUCHI,375,420,5,33,300,325,243.0
106,Somebody ft. Phyno,Olamide,375,58,350,50,300,325,243.0
107,Need To Know,Doja Cat,100,420,69,450,100,325,244.0
108,Unforgiving,Yung Bleu and  Davido,99,420,78,450,93,325,244.16666666666666
109,Symbiosis,Ajebo Hustlers,97,152,350,450,91,325,244.16666666666666
110,Korope ft. Naira Marley,Lil Kesh,375,77,350,40,300,325,244.5
111,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay",DJ Tunez,375,65,350,58,300,325,245.5
112,Tell The Vision,Pop Smoke,92,420,350,450,64,101,246.16666666666666
113,Bout A Million,Pop Smoke,93,420,350,450,79,92,247.33333333333334
114,Lonely,Joeboy,375,82,350,66,300,325,249.66666666666666
115,Roju,Chike,375,420,25,55,300,325,250.0
116,Gone Girl,Obongjayar and  Sarz,96,420,350,450,90,99,250.83333333333334
117,Can't Relate,Omah Lay,375,116,350,44,300,325,251.66666666666666
118,Omalicha ft. Ejyk Nwamba,Kolaboy,375,124,350,37,300,325,251.83333333333334
119,Adura ft. Mohbad,Bella Shmurda,375,94,350,72,300,325,252.66666666666666
120,Nirvana,Skepta and  J Balvin,106,210,350,450,300,108,254.0
121,Survive ft. Olamide,Jaido P,375,113,350,62,300,325,254.16666666666666
122,Bloody Samaritan,Ayra Starr,103,218,350,450,300,105,254.33333333333334
123,Mercy,Falz,104,214,350,450,300,111,254.83333333333334
124,PEPE ft. Davido,L.A.X,375,139,350,42,300,325,255.16666666666666
125,Ameno (Dorime),Dj Xclusive,375,420,68,47,300,325,255.83333333333334
126,Loading ft. BadboyTimz,Olamide,375,126,350,60,300,325,256.0
127,My Bebe,Omah Lay,375,125,350,64,300,325,256.5
128,If You No Love,Chike,375,132,350,70,300,325,258.6666666666667
129,Airplane Mode,Fireboy DML,375,107,350,98,300,325,259.1666666666667
130,If E Happen For Lagos,Runtown,375,122,350,84,300,325,259.3333333333333
131,You,Omah Lay,375,127,350,85,300,325,260.3333333333333
132,Are You Sure (feat. Naira Marley),Lyta,375,31,88,450,300,325,261.5
133,Music Messiah ft. Wande Coal,DJ Neptune,375,133,350,90,300,325,262.1666666666667
134,Confession,Omah Lay,375,161,350,78,300,325,264.8333333333333
135,Lo Lo,Omah Lay,375,154,350,86,300,325,265.0
136,Aye,Naira Marley,375,420,93,80,300,325,265.5
137,Black ft. Mr Eazi,Victor AD,375,227,350,21,300,325,266.3333333333333
138,This Your Body ft. Davido,Skales,375,175,350,74,300,325,266.5
139,Don Dada,Timaya,375,85,77,450,300,325,268.6666666666667
140,Green Light,Olamide,375,169,350,93,300,325,268.6666666666667
141,Omo X 100,Reminisce,375,55,350,450,300,98,271.3333333333333
142,MONTERO (Call Me By Your Name),Lil Nas X,375,420,36,450,300,50,271.8333333333333
143,Lagos Anthem,Zlatan,375,211,350,87,300,325,274.6666666666667
144,STAY,The Kid Laroi,375,420,84,450,300,27,276.0
145,Damages,Tems,375,121,350,450,300,82,279.6666666666667
146,Reckless,Wizkid,74,420,350,450,70,325,281.5
147,Bad Habits,Ed Sheeran,375,420,92,450,300,73,285.0
148,Sweet One,Wizkid,86,420,350,450,85,325,286.0
149,Ruger,Ruger,375,420,76,450,300,95,286.0
150,Longtime (feat. Skepta),Wizkid,87,420,350,450,86,325,286.3333333333333
151,Astronaut In The Ocean,Masked Wolf,375,420,97,450,300,86,288.0
152,Pray,Victony,102,420,350,450,300,113,289.1666666666667
153,Bellator,Skepta,107,420,350,450,300,110,289.5
154,Peace of Mind,Skepta,105,420,350,450,300,112,289.5
155,Lit Like This,Skepta,108,420,350,450,300,116,290.6666666666667
156,Dorime,Teni,109,219,350,450,300,325,292.1666666666667
157,True Love (feat. Tay Iwar & Projexx),Wizkid,111,420,350,450,103,325,293.1666666666667
158,New Normal,Khalid,375,420,100,450,300,115,293.3333333333333
159,Any More ft. Phyno,Victor AD,375,420,350,18,300,325,298.0
160,Feel,Mrolaide ,375,420,350,39,300,325,301.5
161,Omemma ((Live)),Judikay,375,420,350,43,300,325,302.1666666666667
162,40 BTC,Rexxie featuring Seyi Vibez,375,14,350,450,300,325,302.3333333333333
163,Capable God,Judikay,375,420,350,45,300,325,302.5
164,Check Yourself,Kaptain,375,420,350,49,300,325,303.1666666666667
165,One Kiss,Victor AD,375,420,350,53,300,325,303.8333333333333
166,Too Faithful,Moses Bliss,375,420,350,56,300,325,304.3333333333333
167,Ayewada,Barry Jhay,375,29,350,450,300,325,304.8333333333333
168,Love Like This ft. Fireboy DML,Lil Kesh,375,420,350,61,300,325,305.1666666666667
169,Money,"Terri, Bella Shmurda, Mohbad",375,32,350,450,300,325,305.3333333333333
170,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,375,420,350,65,300,325,305.8333333333333
171,Bless Boys,Victor AD,375,420,350,68,300,325,306.3333333333333
172,Sorry,MohBad,375,38,350,450,300,325,306.3333333333333
173,90’S,Seyi Vibez,375,40,350,450,300,325,306.6666666666667
174,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,420,350,71,300,325,306.8333333333333
175,Jealous,Alikiba,375,42,350,450,300,325,307.0
176,Rotate (Freestyle),Mr Eazi,375,420,350,77,300,325,307.8333333333333
177,Bad Type,Seyi Vibez,375,51,350,450,300,325,308.5
178,Catalyst,Seyi Vibez,375,59,350,450,300,325,309.8333333333333
179,Matriculation (Intro),PlaTBoss,375,420,350,91,300,325,310.1666666666667
180,Times Two (X2),WANI,375,62,350,450,300,325,310.3333333333333
181,Sho Mo Mi,Bella Shmurda,375,63,350,450,300,325,310.5
182,Lenu (Remix),Buju,375,66,350,450,300,325,311.0
183,Jack,Nasty C,375,420,350,97,300,325,311.1666666666667
184,Cup of Tea,Olamide,375,68,350,450,300,325,311.3333333333333
185,Obinasom,Mercy Chinwo,375,420,350,100,300,325,311.6666666666667
186,Colorado,Zugo,375,70,350,450,300,325,311.6666666666667
187,Cho Cho,Zlatan,375,71,350,450,300,325,311.8333333333333
188,Omnipotent,Bella Shmurda,375,73,350,450,300,325,312.1666666666667
189,Koleyewon,Naira Marley,375,75,350,450,300,325,312.5
190,Ginger Me (Intro),Bella Shmurda,375,76,350,450,300,325,312.6666666666667
191,Paloma,Mr. P & --,375,420,6,450,300,325,312.6666666666667
192,Vision 2020,Bella Shmurda,375,78,350,450,300,325,313.0
193,Picture Freestyle,Seyi Vibez,375,79,350,450,300,325,313.1666666666667
194,Upgrade,Bella Shmurda,375,80,350,450,300,325,313.3333333333333
195,So Lovely,Buju,375,83,350,450,300,325,313.8333333333333
196,God Sent,Seyi Vibez,375,86,350,450,300,325,314.3333333333333
197,Ori,Barry Jhay,375,87,350,450,300,325,314.5
198,Jehovah Overdo,Chidinma,375,420,17,450,300,325,314.5
199,Pay day,Seyi Vibez,375,88,350,450,300,325,314.6666666666667
200,Liquor,Bella Shmurda,375,90,350,450,300,325,315.0
201,Ma Pariwo,Zinoleesky,375,93,350,450,300,325,315.5
202,Omo Ologo,Lil Frosh featuring Zinoleesky,375,95,350,450,300,325,315.8333333333333
203,It Ain't Me Tiktok (feat. Dj Abux) [Remix],Eduardo XD,52,420,350,450,300,325,316.1666666666667
204,In My Maserati,Olakira,375,420,28,450,300,325,316.3333333333333
205,There Is a Place,Nathaniel Bassey,375,420,29,450,300,325,316.5
206,Spiritual,Buju,375,100,350,450,300,325,316.6666666666667
207,Only You,Bella Shmurda,375,101,350,450,300,325,316.8333333333333
208,Wild Side (feat. Cardi B),Normani,375,420,31,450,300,325,316.8333333333333
209,Muje,Barry Jhay,375,102,350,450,300,325,317.0
210,Aiye,Barry Jhay,375,104,350,450,300,325,317.3333333333333
211,Dangbana Orisa,Bella Shmurda,375,105,350,450,300,325,317.5
212,Chi Chi,Naira Marley,375,106,350,450,300,325,317.6666666666667
213,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,375,420,38,450,300,325,318.0
214,Marlians Anthem,MohBad,375,110,350,450,300,325,318.3333333333333
215,Ponmo,Mohbad,375,111,350,450,300,325,318.5
216,Smile,Wizkid,375,114,350,450,300,325,319.0
217,Holy Ground,Davido,375,115,350,450,300,325,319.1666666666667
218,Okay,Adekunle Gold,375,420,46,450,300,325,319.3333333333333
219,Amope,Bella Shmurda,375,117,350,450,300,325,319.5
220,Jalebi Baby,Tesher,375,420,48,450,300,325,319.6666666666667
221,Fall for Me,Laycon,375,118,350,450,300,325,319.6666666666667
222,FEM,Davido,375,119,350,450,300,325,319.8333333333333
223,Legends,Juice WRLD,375,120,350,450,300,325,320.0
224,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,52,450,300,325,320.3333333333333
225,Lukuti,DJ AB,375,420,53,450,300,325,320.5
226,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,375,420,54,450,300,325,320.6666666666667
227,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,375,420,57,450,300,325,321.1666666666667
228,Happiness,Davolee,375,128,350,450,300,325,321.3333333333333
229,Permission to Dance,BTS,375,420,59,450,300,325,321.5
230,Boi Boi,Rexxie featuring Teni,375,129,350,450,300,325,321.5
231,MOSLADO,Teni,375,130,350,450,300,325,321.6666666666667
232,Ball Till We Fall,Kida Kudz featuring Bella Shmurda,375,131,350,450,300,325,321.8333333333333
233,Addicted,Guchi,375,420,61,450,300,325,321.8333333333333
234,You're Welcome,Dwayne Johnson,375,420,62,450,300,325,322.0
235,Celebration,Joeboy,375,134,350,450,300,325,322.3333333333333
236,No Forget (feat. Simi),Adekunle Gold,375,420,64,450,300,325,322.3333333333333
237,Enjoyment,Yemi Alade,375,135,350,450,300,325,322.5
238,Cultural Praise,Kcee & Okwesili Eze Group,375,136,350,450,300,325,322.6666666666667
239,ONEMMENMA (Live),Mercy Chinwo & Chioma Jesus,375,420,66,450,300,325,322.6666666666667
240,Die Young,Roddy Ricch,375,137,350,450,300,325,322.8333333333333
241,Wonderful,Burna Boy,375,138,350,450,300,325,323.0
242,Good Woman,Flavour,375,420,70,450,300,325,323.3333333333333
243,The Box,Roddy Ricch,375,140,350,450,300,325,323.3333333333333
244,My Heart (feat. Adekunle Gold),Naomi Mac,375,420,71,450,300,325,323.5
245,Your Body,Mayorkun,375,142,350,450,300,325,323.6666666666667
246,Over The Top,Smiley,375,143,350,450,300,325,323.8333333333333
247,Don't Go Yet,Camila Cabello,375,420,73,450,300,325,323.8333333333333
248,Level Up (Twice As Tall),Burna Boy,375,144,350,450,300,325,324.0
249,In Summer,Josh Gad,375,420,75,450,300,325,324.1666666666667
250,Currently,Kizz Daniel,375,145,350,450,300,325,324.1666666666667
251,Zoom,Cheque,375,146,350,450,300,325,324.3333333333333
252,Project Dreams,Roddy Ricch,375,147,350,450,300,325,324.5
253,Life Is Good,Future,375,148,350,450,300,325,324.6666666666667
254,At My Worst,Pink Sweat$,375,149,350,450,300,325,324.8333333333333
255,Symphony,Seyi Vibez,375,150,350,450,300,325,325.0
256,Damn,Omah Lay featuring 6LACK,375,151,350,450,300,325,325.1666666666667
257,Butter,BTS,375,420,83,450,300,325,325.5
258,Coupe,Pop Smoke,375,420,86,450,300,325,326.0
259,Rest On Kashy,Anonymous Music,375,156,350,450,300,325,326.0
260,JO,Teni,375,159,350,450,300,325,326.5
261,Ye ye ye,Omah Lay,375,160,350,450,300,325,326.6666666666667
262,Baba Nla,Dr Dolor,375,162,350,450,300,325,327.0
263,LET IT GO (feat. Justin Bieber & 21 Savage),DJ Khaled,375,420,350,450,300,67,327.0
264,Go Away,Fireboy DML,375,164,350,450,300,325,327.3333333333333
265,Sai dake,Hamisu Breaker,375,420,94,450,300,325,327.3333333333333
266,Yahweh,Mercy Chinwo,375,420,95,450,300,325,327.5
267,Rich And Blind,Juice WRLD,375,165,350,450,300,325,327.5
268,Something Different,Adekunle Gold,375,166,350,450,300,325,327.6666666666667
269,Kiss Me More (feat. SZA),Doja Cat,375,420,96,450,300,325,327.6666666666667
270,Woman,Rema,375,167,350,450,300,325,327.8333333333333
271,Be Something,Polo G,375,168,350,450,300,325,328.0
272,Better Believe,"Belly, The Weeknd & Young Thug",375,420,99,450,300,325,328.1666666666667
273,Frenemies,Rexxie and Oxlade,375,170,350,450,300,325,328.3333333333333
274,Commitment Issues,Central Cee,375,420,350,450,300,76,328.5
275,AG Baby,Adekunle Gold,375,171,350,450,300,325,328.5
276,Jafafa,Chinko Ekun & Mohbad,375,172,350,450,300,325,328.6666666666667
277,Do not Disturb,Omah Lay,375,173,350,450,300,325,328.8333333333333
278,Activate,Stonebwoy,375,174,350,450,300,325,329.0
279,HELL (interlude),corizo,375,176,350,450,300,325,329.3333333333333
280,ROCKSTAR,DaBaby,375,420,350,450,300,81,329.3333333333333
281,TAKE OFF,corizo,375,177,350,450,300,325,329.5
282,Motley Crew,Post Malone,375,420,350,450,300,83,329.6666666666667
283,Fear Nobody,Demide featuring Bella Shmurda,375,178,350,450,300,325,329.6666666666667
284,Get Back,MO3,375,179,350,450,300,325,329.8333333333333
285,Temple Remix,ALOMA,375,180,350,450,300,325,330.0
286,Dior,Pop Smoke,375,420,350,450,300,85,330.0
287,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,181,350,450,300,325,330.1666666666667
288,Egbon,Masterkraft,375,182,350,450,300,325,330.3333333333333
289,Runaway,AURORA,375,420,350,450,300,88,330.5
290,So Crazy,Davido,375,183,350,450,300,325,330.5
291,Prayer Request,Victor AD,375,184,350,450,300,325,330.6666666666667
292,Hello Brother,Omah Lay,375,185,350,450,300,325,330.8333333333333
293,Flex,Kizz Daniel,375,186,350,450,300,325,331.0
294,Heartbreak Anniversary,Giveon,375,420,350,450,300,91,331.0
295,Spell,Fireboy DML & Wande Coal,375,187,350,450,300,325,331.1666666666667
296,Leave The Door Open,Bruno Mars,375,420,350,450,300,93,331.3333333333333
297,High Fashion,Roddy Ricch,375,188,350,450,300,325,331.3333333333333
298,Lemonade,Internet money,375,420,350,450,300,94,331.5
299,Know You,Ladipoe,375,189,350,450,300,325,331.5
300,Like I Do,Fireboy DML,375,190,350,450,300,325,331.6666666666667
301,Real Shiii,Graimmy Thesoh,375,420,350,450,300,96,331.8333333333333
302,ELI,Fireboy DML,375,191,350,450,300,325,331.8333333333333
303,Mandeman,Small Doctor,375,192,350,450,300,325,332.0
304,What Type Of Dance,DJ Kaywise ,375,193,350,450,300,325,332.1666666666667
305,Afar,Fireboy DML & Olamide,375,194,350,450,300,325,332.3333333333333
306,Calling My Phone,Lil Tjay,375,420,350,450,300,100,332.5
307,Alone With You,Alina Baraz,375,196,350,450,300,325,332.6666666666667
308,so wrong,DayOnTheTrack,375,197,350,450,300,325,332.8333333333333
309,Animalistic,Kida Kudz,375,198,350,450,300,325,333.0
310,Hood Scars 2,J.I the Prince of N.Y & Lil Tjay,375,199,350,450,300,325,333.1666666666667
311,Ile Aye (This Life),Josseyan-tizzy,375,420,350,450,300,106,333.5
312,Freaky,Hotkid,375,201,350,450,300,325,333.5
313,DESTRUCTO,Diamondxx,375,420,350,450,300,107,333.6666666666667
314,Maserati (Remix),Olakira,375,203,350,450,300,325,333.8333333333333
315,Sweet,Rayvanny,375,204,350,450,300,325,334.0
316,Getting Older,Billie Eilish,375,420,350,450,300,109,334.0
317,Blu Boyz,"Young Dolph, Key Glock, Paper Route EMPIRE",375,205,350,450,300,325,334.1666666666667
318,L.U.S,BJ The Chicago Kid,375,206,350,450,300,325,334.3333333333333
319,See You Next Week,Dremo,375,207,350,450,300,325,334.5
320,Going Up,YXNG K.A,375,208,350,450,300,325,334.6666666666667
321,Cultural Praise Vol.2,"Kcee, Okwesili Eze Group",375,209,350,450,300,325,334.8333333333333
322,Mind Games,Buju,375,212,350,450,300,325,335.3333333333333
323,All In,Nasty C,375,420,350,450,300,118,335.5
324,Sere Remix,"Spinall, Fireboy DML and 6LACK",375,213,350,450,300,325,335.5
325,Bus Stop,Ajebo Hustlers,375,420,350,450,300,119,335.6666666666667
326,Red Light Green Light,DaBaby,375,420,350,450,300,120,335.8333333333333
327,Joanna,Victor AD,375,215,350,450,300,325,335.8333333333333
328,Senseless,Kodak Black,375,216,350,450,300,325,336.0
329,I Didn't Change My Number,Billie Eilish,375,420,350,450,300,121,336.0
330,Runnin',Isaiah Rashad,375,217,350,450,300,325,336.1666666666667
331,p r i d e . i s . t h e . d e v i l,J. Cole,375,420,350,450,300,122,336.1666666666667
332,Eyes on Me,Skepta,375,420,350,450,300,123,336.3333333333333
333,Oh No,Alpha P,375,420,350,450,300,124,336.5
334,From The Garden,Isaiah Rashad,375,220,350,450,300,325,336.6666666666667
335,Mrs. Bubblegum,Tyga,375,221,350,450,300,325,336.8333333333333
336,Anymore,Victor AD,375,222,350,450,300,325,337.0
337,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",375,223,350,450,300,325,337.1666666666667
338,Ability,jaywon,375,224,350,450,300,325,337.3333333333333
339,All Mine Remix,Kinsolo,375,225,350,450,300,325,337.5
340,Non Living Thing,Sarkodie,375,226,350,450,300,325,337.6666666666667
