rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
95,Tonongo,Lojay and  Sarz,71,135,350,450,73,325,234.0
96,History ft. Fireboy DML,Cheque,375,32,350,24,300,325,234.33333333333334
97,Reckless,Wizkid,65,420,350,450,64,64,235.5
98,Dorime ,Teni,375,35,350,38,300,325,237.16666666666666
99,Drunk In Love ft. Dj Neptune,Dotman,375,19,350,84,300,325,242.16666666666666
100,Moon,Kanye West,72,420,350,450,70,92,242.33333333333334
101,Fucking Fans,Drake,83,420,350,450,56,95,242.33333333333334
102,"PAMI ft. Wizkid, Adekunle Gold & Omah Lay",DJ Tunez,375,37,350,67,300,325,242.33333333333334
103,The Remorse,Drake,84,420,350,450,58,94,242.66666666666666
104,Triumphant ft. Bella Shmurda,Olamide,375,83,350,32,300,325,244.16666666666666
105,Adura ft. Mohbad,Bella Shmurda,375,53,350,79,300,325,247.0
106,Jonah,Kanye West,86,420,350,450,69,108,247.16666666666666
107,Professor Peller ft. Zlatan,Seyi Vibez,375,76,350,59,300,325,247.5
108,Lazarus,Dave and  Boj,75,420,350,450,87,109,248.5
109,Champion ft. D Smoke,Fireboy DML,375,98,350,50,300,325,249.66666666666666
110,Jennifer,GUCHI,375,420,18,65,300,325,250.5
111,Wonder ft. Patoranking,Dremo,375,100,350,56,300,325,251.0
112,Kogbede ft. Wande Coal,CDQ,375,66,350,96,300,325,252.0
113,MY KIND OF BROWN,Johnny Drille,110,420,350,450,103,82,252.5
114,Shameful,King O.T,375,69,350,97,300,325,252.66666666666666
115,Julie,Olamide,375,92,350,80,300,325,253.66666666666666
116,Abule,Patoranking,375,111,350,66,300,325,254.5
117,Too Correct ft. Rema,Crayon,375,115,350,64,300,325,254.83333333333334
118,Cash App,Bella Shmurda,375,40,46,450,300,325,256.0
119,ludo,Johnny Drille,111,420,350,450,110,96,256.1666666666667
120,Àkọ́kọ́,Brymo,107,420,350,450,114,98,256.5
121,Eff All Day ft. Phyno,Timaya,375,122,350,68,300,325,256.6666666666667
122,Méjì Méjì,Brymo,108,420,350,450,115,99,257.0
123,Migrate ft. Davido,Ayanfe,375,148,350,47,300,325,257.5
124,Bad Influence ,Omah Lay,375,117,350,78,300,325,257.5
125,Ọkùnrin Mẹ́ta (Ẹ̀dùn Ọkàn),Brymo,109,420,350,450,119,100,258.0
126,Ke Star (Remix),Focalistic & Davido ,375,54,50,450,300,325,259.0
127,Can't Relate,Omah Lay,375,152,350,60,300,325,260.3333333333333
128,Door ft. Kwesi Arthur,Joeboy,375,150,350,63,300,325,260.5
129,My Bebe,Omah Lay,375,158,350,73,300,325,263.5
130,Aye,Naira Marley,375,420,99,92,300,325,268.5
131,Alubarika,Zlatan,375,48,350,450,300,91,269.0
132,Kilofeshe,Zinoleesky,375,28,350,450,300,111,269.0
133,Hallelu,Masterkraft,375,89,350,450,300,51,269.1666666666667
134,Rise Up ft. Falz,2Baba,375,213,350,52,300,325,269.1666666666667
135,Forever (Remix),Gyakie,375,420,34,450,300,52,271.8333333333333
136,Loading ft. BadboyTimz,Olamide,375,205,350,77,300,325,272.0
137,LICENSE,Vector,375,106,81,450,300,325,272.8333333333333
138,If You No Love,Chike,375,197,350,93,300,325,273.3333333333333
139,Lo Lo,Omah Lay,375,215,350,100,300,325,277.5
140,Blue Notes 2 (feat. Lil Uzi Vert),Meek Mill,375,131,87,450,300,325,278.0
141,Abu Dhabi,Ruger,106,420,350,450,300,49,279.1666666666667
142,Confession,Omah Lay,375,230,350,99,300,325,279.8333333333333
143,Searching ft. Bongos Ikwue,2Baba,375,242,350,87,300,325,279.8333333333333
144,Longtime (feat. Skepta),Wizkid,74,420,350,450,76,325,282.5
145,Sweet One,Wizkid,78,420,350,450,77,325,283.3333333333333
146,Mighty Wine,Wizkid,79,420,350,450,79,325,283.8333333333333
147,True Love (feat. Tay Iwar & Projexx),Wizkid,81,420,350,450,81,325,284.5
148,No Stress,Wizkid,80,420,350,450,90,325,285.8333333333333
149,No Child Left Behind,Kanye West,89,420,350,450,84,325,286.3333333333333
150,God Breathed,Kanye West,92,420,350,450,85,325,287.0
151,Ok Ok,Kanye West,91,420,350,450,86,325,287.0
152,Bad Habits,Ed Sheeran,375,420,85,450,300,93,287.1666666666667
153,family ties,Baby Keem,375,420,68,450,300,116,288.1666666666667
154,Piece of Me (feat. Ella Mai),Wizkid,88,420,350,450,102,325,289.1666666666667
155,Tèmi Nì Tèmi,Brymo,115,420,350,450,300,101,289.3333333333333
156,Alelúyà Méje,Brymo,114,420,350,450,300,103,289.5
157,Jesus Lord,Kanye West,98,420,350,450,94,325,289.5
158,Ọkán Mi Ti Fọ́ Wẹ́wẹ́,Brymo,116,420,350,450,300,102,289.6666666666667
159,Remote Control,Kanye West,99,420,350,450,95,325,289.8333333333333
160,Believe What I Say,Kanye West,100,420,350,450,96,325,290.1666666666667
161,Òkùnkùn,Brymo,118,420,350,450,300,104,290.3333333333333
162,Crazy Tings,Tems,113,420,350,450,300,112,290.8333333333333
163,Pay Me,Troniq Music and  Oxlade,96,420,350,450,105,325,291.0
164,Junya,Kanye West,103,420,350,450,104,325,292.0
165,LV N ATTN feat. Wizkid,Lojay,375,220,350,450,300,59,292.3333333333333
166,24,Kanye West,112,246,350,450,300,325,297.1666666666667
167,Somebodyxe2x80x99s Son ft. Brandy,Tiwa Savage,375,420,350,16,300,325,297.6666666666667
168,Benzema,Guchi,375,420,350,21,300,325,298.5
169,Ginjaaah Your Flow ft. Mayorkun,Coca Cola,375,420,350,37,300,325,301.1666666666667
170,Woman,Rema,375,261,96,450,300,325,301.1666666666667
171,INJURE ME,Teni,375,29,350,450,300,325,304.8333333333333
172,Ayewada,Barry Jhay,375,31,350,450,300,325,305.1666666666667
173,Too Faithful,Moses Bliss,375,420,350,62,300,325,305.3333333333333
174,Are You Sure,Lyta,375,34,350,450,300,325,305.6666666666667
175,Jailer,Olamide,375,38,350,450,300,325,306.3333333333333
176,Wahala,Reeze,375,420,350,69,300,325,306.5
177,Out There,"Dangbana Republik, Bella Shmurda",375,39,350,450,300,325,306.5
178,Ghana Jollof ft. Falz & Kwabena Kwabena,Basketmouth,375,420,350,70,300,325,306.6666666666667
179,Koleyewon,Naira Marley,375,41,350,450,300,325,306.8333333333333
180,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,420,350,71,300,325,306.8333333333333
181,KPK (Ko Por Ke),Rexxie and MohBad,375,42,350,450,300,325,307.0
182,Legends,Juice WRLD,375,43,350,450,300,325,307.1666666666667
183,Rich And Blind,Juice WRLD,375,45,350,450,300,325,307.5
184,Sorry,MohBad,375,46,350,450,300,325,307.6666666666667
185,Money,"Terri, Bella Shmurda, Mohbad",375,47,350,450,300,325,307.8333333333333
186,Soldier Go,"Dangbana Republik, Bella Shmurda",375,50,350,450,300,325,308.3333333333333
187,in the light,Johnny Drille featuring Ayra Starr,375,234,350,450,116,325,308.3333333333333
188,Life Is Good,Future,375,51,350,450,300,325,308.5
189,Love Like This ft. Fireboy DML,Lil Kesh,375,420,350,81,300,325,308.5
190,White Money,Jaybytee,375,420,350,82,300,325,308.6666666666667
191,Be Something,Polo G,375,52,350,450,300,325,308.6666666666667
192,Need For Speed,Olamide,375,55,350,450,300,325,309.1666666666667
193,Lenu (Remix),Buju & Burna Boy,375,56,350,450,300,325,309.3333333333333
194,Sho Mo Mi,Bella Shmurda,375,58,350,450,300,325,309.6666666666667
195,Ada,Kizz Daniel,375,420,350,88,300,325,309.6666666666667
196,Somebody Baby,Peruzzi & Davido,375,59,350,450,300,325,309.8333333333333
197,Project Dreams,Roddy Ricch,375,60,350,450,300,325,310.0
198,Ma Pariwo,Zinoleesky,375,61,350,450,300,325,310.1666666666667
199,"Congratulations ft, Buchi",Ada Ehi,375,420,350,91,300,325,310.1666666666667
200,Spiritual,Buju,375,63,350,450,300,325,310.5
201,All,Rexxie featuring Davido,375,65,350,450,300,325,310.8333333333333
202,Olofofo,Victor AD,375,67,350,450,300,325,311.1666666666667
203,Muje,Barry Jhay,375,68,350,450,300,325,311.3333333333333
204,Don Dada,Timaya,375,70,350,450,300,325,311.6666666666667
205,Bia,Phyno,375,71,350,450,300,325,311.8333333333333
206,Denge Pose,Lil Frosh,375,72,350,450,300,325,312.0
207,World (Alternate Cut),Bella Shmurda,375,77,350,450,300,325,312.8333333333333
208,40 BTC,Rexxie featuring Seyi Vibez,375,78,350,450,300,325,313.0
209,Airplane Mode,Fireboy DML,375,80,350,450,300,325,313.3333333333333
210,Supernova,Balloranking,375,81,350,450,300,325,313.5
211,Bongos Ikwue (feat. Bongos Ikwue),2Baba,375,420,11,450,300,325,313.5
212,High Way,DJ Kaywise & Phyno,375,82,350,450,300,325,313.6666666666667
213,Baby...,María Isabel,375,84,350,450,300,325,314.0
214,ThankFul,Balloranking,375,85,350,450,300,325,314.1666666666667
215,Lako,"Dangbana Republik, Bella Shmurda",375,87,350,450,300,325,314.5
216,Ponmo,Mohbad,375,88,350,450,300,325,314.6666666666667
217,90’S,Seyi Vibez,375,91,350,450,300,325,315.1666666666667
218,Holiday,Balloranking,375,94,350,450,300,325,315.6666666666667
219,Ginger Me,Rema,375,95,350,450,300,325,315.8333333333333
220,Jehovah Overdo,Chidinma,375,420,25,450,300,325,315.8333333333333
221,Ori,Barry Jhay,375,97,350,450,300,325,316.1666666666667
222,Bad Type,Seyi Vibez,375,99,350,450,300,325,316.5
223,Fall for Me,Laycon,375,101,350,450,300,325,316.8333333333333
224,Base On Believe,Balloranking,375,102,350,450,300,325,317.0
225,Catalyst,Seyi Vibez,375,103,350,450,300,325,317.1666666666667
226,Omnipotent,Bella Shmurda,375,107,350,450,300,325,317.8333333333333
227,Nothing is Too Hard for You,The Gratitude COZA & Judikay,375,420,38,450,300,325,318.0
228,Vision 2020,Bella Shmurda,375,109,350,450,300,325,318.1666666666667
229,Upgrade,Bella Shmurda,375,112,350,450,300,325,318.6666666666667
230,Late At Night,Roddy Ricch,375,113,350,450,300,325,318.8333333333333
231,Okay,Adekunle Gold,375,420,48,450,300,325,319.6666666666667
232,Your Body,Mayorkun,375,118,350,450,300,325,319.6666666666667
233,So Lovely,Buju,375,120,350,450,300,325,320.0
234,Black,Victor AD,375,121,350,450,300,325,320.1666666666667
235,ATL,Ecool,375,420,350,450,1,325,320.1666666666667
236,Pay day,Seyi Vibez,375,124,350,450,300,325,320.6666666666667
237,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,55,450,300,325,320.8333333333333
238,Marlians Anthem,MohBad,375,125,350,450,300,325,320.8333333333333
239,Liquor,Bella Shmurda,375,126,350,450,300,325,321.0
240,Butter,BTS,375,420,56,450,300,325,321.0
241,Jerusalema (feat. Nomcebo Zikode),Master KG,375,420,57,450,300,325,321.1666666666667
242,Best Life,Balloranking,375,127,350,450,300,325,321.1666666666667
243,Tale Bana,Zarion Uti,375,420,350,450,8,325,321.3333333333333
244,Gangster,"Balloranking, Dablixx Oshaa",375,128,350,450,300,325,321.3333333333333
245,Motorboat,Tory Lanez,375,420,59,450,300,325,321.5
246,Currently,Kizz Daniel,375,129,350,450,300,325,321.5
247,What's Gwanin,Zarion Uti,375,420,350,450,10,325,321.6666666666667
248,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,375,420,60,450,300,325,321.6666666666667
249,Cho Cho,Zlatan,375,130,350,450,300,325,321.6666666666667
250,There Is a Place,Nathaniel Bassey,375,420,61,450,300,325,321.8333333333333
251,Non Living Thing,Sarkodie,375,132,350,450,300,325,322.0
252,Good Ones,Charli XCX,375,133,350,450,300,325,322.1666666666667
253,No Time For Sleep (Freestyle),Bobby Shmurda,375,420,63,450,300,325,322.1666666666667
254,All Rise,JayDaYoungan,375,134,350,450,300,325,322.3333333333333
255,Oliver Twist,ArrDee,375,420,350,450,300,40,322.5
256,MONTERO (Call Me By Your Name),Lil Nas X,375,420,65,450,300,325,322.5
257,God Sent,Seyi Vibez,375,136,350,450,300,325,322.6666666666667
258,Damages,Tems,375,137,350,450,300,325,322.8333333333333
259,You're Welcome,Dwayne Johnson,375,420,67,450,300,325,322.8333333333333
260,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,138,350,450,300,325,323.0
261,Black Girl Magic,Patoranking,375,420,69,450,300,325,323.1666666666667
262,PonPon,Olamide,375,139,350,450,300,325,323.1666666666667
263,Dangbana Orisa,Bella Shmurda,375,140,350,450,300,325,323.3333333333333
264,Picture Freestyle,Seyi Vibez,375,141,350,450,300,325,323.5
265,Love Nwantiti (Remix) (feat. ElGrandeToto),CKay,375,420,72,450,300,325,323.6666666666667
266,Early Momo,Vector,375,142,350,450,300,325,323.6666666666667
267,Anymore,Victor AD,375,143,350,450,300,325,323.8333333333333
268,Somebody,Olamide,375,144,350,450,300,325,324.0
269,Real Life,Burna Boy,375,145,350,450,300,325,324.1666666666667
270,Snitch,Ayra Starr featuring Fousheé,375,146,350,450,300,325,324.3333333333333
271,Time No Dey,Balloranking,375,147,350,450,300,325,324.5
272,Only You,Bella Shmurda,375,149,350,450,300,325,324.8333333333333
273,Away,Ayra Starr,375,420,80,450,300,325,325.0
274,Rush,Dangbana Republik and  Bella Shmurda,105,420,350,450,300,325,325.0
275,Love Nwantinti (ah ah ah) (Remix),CKay,375,151,350,450,300,325,325.1666666666667
276,Ruger,Ruger,375,420,82,450,300,325,325.3333333333333
277,Amope,Bella Shmurda,375,153,350,450,300,325,325.5
278,Omo Ologo,Lil Frosh featuring Zinoleesky,375,154,350,450,300,325,325.6666666666667
279,Wid It,Tion Wayne,375,420,350,450,300,60,325.8333333333333
280,Die Young,Roddy Ricch,375,155,350,450,300,325,325.8333333333333
281,Celebration,Joeboy,375,156,350,450,300,325,326.0
282,Addicted,Guchi,375,420,86,450,300,325,326.0
283,Rest On Kashy,Anonymous Music,375,157,350,450,300,325,326.1666666666667
284,Sharing Locations (feat. Lil Durk & Lil Baby),Meek Mill,375,420,89,450,300,325,326.5
285,Energy,DEW,375,159,350,450,300,325,326.5
286,You,Omah Lay,375,160,350,450,300,325,326.6666666666667
287,God Will Work It Out (feat. Naomi Raine & Israel Houghton),Maverick City Music,375,420,90,450,300,325,326.6666666666667
288,Pop Out,Polo G,375,161,350,450,300,325,326.8333333333333
289,Kola Boy (Feat. Emmanuella),Onyx,375,420,91,450,300,325,326.8333333333333
290,Have Mercy,Chlöe,117,420,350,450,300,325,327.0
291,F.N,Lil TJay,375,162,350,450,300,325,327.0
292,Chi Chi,Naira Marley,375,163,350,450,300,325,327.1666666666667
293,Ke Nake So,Auta Mg Boy,375,420,94,450,300,325,327.3333333333333
294,Survive,Jaido P,375,164,350,450,300,325,327.3333333333333
295,Moriamo,Qdot,375,420,95,450,300,325,327.5
296,Streets,Doja Cat,375,165,350,450,300,325,327.5
297,The Box,Roddy Ricch,375,166,350,450,300,325,327.6666666666667
298,No Forget (feat. Simi),Adekunle Gold,375,420,97,450,300,325,327.8333333333333
299,Fall Apart,Ralo,375,167,350,450,300,325,327.8333333333333
300,Flex,Kizz Daniel,375,168,350,450,300,325,328.0
301,NORMALLY,Seyi Vibez,375,169,350,450,300,325,328.1666666666667
302,Acapulco,Jason Derulo,375,420,100,450,300,325,328.3333333333333
303,Cultural Praise,Kcee & Okwesili Eze Group,375,170,350,450,300,325,328.3333333333333
304,21,Polo G,375,171,350,450,300,325,328.5
305,Wonderful,Burna Boy,375,172,350,450,300,325,328.6666666666667
306,Are You That Somebody,Aaliyah,375,173,350,450,300,325,328.8333333333333
307,Mind of a Real,T9ine,375,174,350,450,300,325,329.0
308,Cup of Tea,Olamide,375,175,350,450,300,325,329.1666666666667
309,Crocodile Teeth,Skillibeng,375,176,350,450,300,325,329.3333333333333
310,KOLO,Ice Prince ,375,177,350,450,300,325,329.5
311,Zoom,Cheque,375,178,350,450,300,325,329.6666666666667
312,Murder On My Mind,YNW Melly,375,179,350,450,300,325,329.8333333333333
313,Worry Me,Dj Jimmy Jatt,375,180,350,450,300,325,330.0
314,RAPSTAR,POLO G,375,420,350,450,300,85,330.0
315,If E Happen For Lagos,Runtown,375,181,350,450,300,325,330.1666666666667
316,Welcome To Brixton,SR,375,182,350,450,300,325,330.3333333333333
317,More,Troniq Music & Oxlade,375,183,350,450,300,325,330.5
318,TAKE OFF,corizo,375,184,350,450,300,325,330.6666666666667
319,Amsterdam,SNUBBS,375,185,350,450,300,325,330.8333333333333
320,Options,NSG,375,186,350,450,300,325,331.0
321,Brothers,Lil Tjay,375,187,350,450,300,325,331.1666666666667
322,WIDE Open,tobi lou,375,188,350,450,300,325,331.3333333333333
323,HIGHEST IN THE ROOM,Travis Scott,375,189,350,450,300,325,331.5
324,Body (Remix),Tion Wayne x Russ Millions,375,190,350,450,300,325,331.6666666666667
325,Happiness,Davolee,375,191,350,450,300,325,331.8333333333333
326,RUN,Juice WRLD,375,192,350,450,300,325,332.0
327,Loved By You,Justin Bieber,375,420,350,450,300,97,332.0
328,Stay Flee Get Lizzy feat. Fredo & Central Cee,Meant To Be - Fredo,375,193,350,450,300,325,332.1666666666667
329,Level Up (Twice As Tall),Burna Boy,375,194,350,450,300,325,332.3333333333333
330,Coke Bottle,"Fresco Kane, Nelly",375,195,350,450,300,325,332.5
331,Strange,Silent Child and margø,375,196,350,450,300,325,332.6666666666667
332,Deep End Freestyle,Sleepy Hallow,375,198,350,450,300,325,333.0
333,Freestyle,Lil Baby,375,199,350,450,300,325,333.1666666666667
334,Touch It,KiDi,375,201,350,450,300,325,333.5
335,Him,Big Yavo,375,202,350,450,300,325,333.6666666666667
336,Fura Sára,Brymo,375,420,350,450,300,107,333.6666666666667
337,Mind Games,Buju,375,203,350,450,300,325,333.8333333333333
338,Moonwalking in Calabasas (Remix),DDG,375,204,350,450,300,325,334.0
339,Bridgertn,Ayra Starr,375,420,350,450,300,110,334.1666666666667
340,Frenemies,Rexxie and Oxlade,375,206,350,450,300,325,334.3333333333333
341,Damn,Omah Lay,375,207,350,450,300,325,334.5
342,My Bad,Moe the Natural,375,208,350,450,300,325,334.6666666666667
343,Alone,Oladapo,375,420,350,450,300,113,334.6666666666667
344,Omo X 100,Reminisce,375,209,350,450,300,325,334.8333333333333
345,Something Different,Adekunle Gold,375,210,350,450,300,325,335.0
346,Petite,NSG,375,211,350,450,300,325,335.1666666666667
347,My Life,Balloranking,375,212,350,450,300,325,335.3333333333333
348,Mojo,Brondy16,375,420,350,450,300,117,335.3333333333333
349,Go Low,Ms Banks,375,214,350,450,300,325,335.6666666666667
350,Wade In The Water (Live),The Spirituals,375,420,350,450,300,119,335.6666666666667
351,Sisi,Geminigh,375,420,350,450,300,120,335.8333333333333
352,Like I Do,Fireboy DML,375,216,350,450,300,325,336.0
353,Music Messiah,DJ Neptune,375,217,350,450,300,325,336.1666666666667
354,772 Love,YNW Melly,375,218,350,450,300,325,336.3333333333333
355,Leave Me Alone,Flipp Dinero,375,219,350,450,300,325,336.5
356,OUTTA MY WAY,KALLITECHNIS and 23 Unofficial,375,221,350,450,300,325,336.8333333333333
357,Do not Disturb,Omah Lay,375,222,350,450,300,325,337.0
358,Obito,Offica,375,223,350,450,300,325,337.1666666666667
359,"""Rock/Julie"" (Fine Tuned Version)",Olamide,375,224,350,450,300,325,337.3333333333333
360,KILLSHOT,Eminem,375,225,350,450,300,325,337.5
361,Ye Ye Ye,Omah Lay,375,226,350,450,300,325,337.6666666666667
362,Ransom,Lil Tecca,375,227,350,450,300,325,337.8333333333333
363,AG Baby,Adekunle Gold,375,228,350,450,300,325,338.0
364,Go Away,Fireboy DML,375,231,350,450,300,325,338.5
365,Have You Ever Heard A Love Song On Drill?,Isong,375,232,350,450,300,325,338.6666666666667
366,Juicy,Doja Cat,375,233,350,450,300,325,338.8333333333333
367,SICKO MODE,Travis Scott,375,235,350,450,300,325,339.1666666666667
368,Solid Ground,Bishu feat. Casey Cook,375,236,350,450,300,325,339.3333333333333
369,BEFORE I LET GO,Johnny Drille,375,420,350,450,117,325,339.5
370,Different Type,Masicka,375,237,350,450,300,325,339.5
371,PXTA,Naira Marley,375,238,350,450,300,325,339.6666666666667
372,Llego El Real,Omega,375,239,350,450,300,325,339.8333333333333
373,Sour Switchblade,Elita,375,241,350,450,300,325,340.1666666666667
374,Rihanna,Jump (Club Cheval Remix) - Theophilus London,375,243,350,450,300,325,340.5
375,Roll In Peace,Kodak Black,375,244,350,450,300,325,340.6666666666667
376,Battle Cry,Polo G,375,245,350,450,300,325,340.8333333333333
377,Weapon,Rotimi,375,247,350,450,300,325,341.1666666666667
378,Say So,Doja Cat,375,248,350,450,300,325,341.3333333333333
379,Demons and Angels,A Boogie Wit Da Hoodie,375,249,350,450,300,325,341.5
380,Know you,wewantwraiths,375,250,350,450,300,325,341.6666666666667
381,Sweet,Rayvanny,375,253,350,450,300,325,342.1666666666667
