rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
56,Ayewada,Barry Jhay,82,29,84,16,300,325,139.33333333333334
57,Felony,CKay,29,420,30,41,12,325,142.83333333333334
58,Pronto,"Ajebo Hustlers, Omah Lay",28,420,31,43,27,325,145.66666666666666
59,All,Rexxie,24,420,22,50,60,325,150.16666666666666
60,Late At Night,Roddy Ricch,42,420,41,56,59,325,157.16666666666666
61,LV N ATTN,"Lojay, Sarz",17,420,17,151,15,325,157.5
62,Tonongo,"Lojay, Sarz",18,420,19,119,44,325,157.5
63,Medicine,Jaywillz,37,23,39,450,300,97,157.66666666666666
64,Survive,Jaido P,98,61,96,66,300,325,157.66666666666666
65,Kilofeshe,Zinoleesky,66,420,64,44,33,325,158.66666666666666
66,Rush,"Dangbana Republik, Bella Shmurda",53,420,57,36,72,325,160.5
67,High Way,"DJ Kaywise, Phyno",78,420,77,71,300,34,163.33333333333334
68,Monalisa,"Lojay, Sarz",9,420,9,450,36,85,168.16666666666666
69,Champion,"Dangbana Republik, Bella Shmurda",108,48,350,67,114,325,168.66666666666666
70,Blessed (feat. Damian Marley),Wizkid,26,420,26,450,45,79,174.33333333333334
71,Real Life,Burna Boy,77,420,76,93,300,82,174.66666666666666
72,No Stress,Wizkid,65,420,62,89,101,325,177.0
73,Rough Up (feat. Layydoe),Olamide,74,80,65,450,88,325,180.33333333333334
74,Oliver Twist,ArrDee,60,420,56,450,22,76,180.66666666666666
75,Want (feat. Fave),Olamide,85,52,78,450,100,325,181.66666666666666
76,Damages,Tems,93,420,92,98,68,325,182.66666666666666
77,Triumphant,Olamide,375,18,350,40,300,48,188.5
78,Commitment Issues,Central Cee,96,420,95,158,58,325,192.0
79,Frenemies,Rexxie,21,420,21,75,300,325,193.66666666666666
80,Verified (feat. Mayorkun),Laycon,99,420,97,450,83,13,193.66666666666666
81,Ruger,Ruger,91,420,90,450,69,59,196.5
82,Door,Joeboy,375,34,350,72,300,69,200.0
83,Koleyewon,Naira Marley,375,45,350,54,91,325,206.66666666666666
84,Bank On It,Burna Boy,46,93,47,450,300,325,210.16666666666666
85,Understand,Omah Lay,102,420,102,210,104,325,210.5
86,Abule,Patoranking,375,58,350,142,300,40,210.83333333333334
87,Music Messiah,DJ Neptune,375,47,350,99,81,325,212.83333333333334
88,Loved By You (feat. Burna Boy),Justin Bieber,48,420,46,450,29,325,219.66666666666666
89,Abu Dhabi,Ruger,39,420,38,450,50,325,220.33333333333334
90,Holy Ground,Davido,95,420,94,96,300,325,221.66666666666666
91,Smile,Wizkid,97,420,98,97,300,325,222.83333333333334
92,RAPSTAR,Polo G,56,420,52,450,38,325,223.5
93,Money,"Terri, Bella Shmurda, Mohbad",375,420,350,30,75,96,224.33333333333334
94,So Much More,Olamide,92,98,91,450,300,325,226.0
95,Jowo,Davido,76,420,74,450,300,49,228.16666666666666
96,Reckless,Wizkid,50,420,50,450,87,325,230.33333333333334
97,Olofofo,Victor AD,375,13,350,28,300,325,231.83333333333334
98,My Crew,Kiiwii,87,420,86,194,300,325,235.33333333333334
99,Voice of the Heroes,"Lil Baby, Lil Durk",84,420,79,450,86,325,240.66666666666666
100,Bad Habits,Ed Sheeran,375,420,350,180,65,63,242.16666666666666
101,PAMI,DJ Tunez,375,57,350,69,300,325,246.0
102,Kiss Me More (feat. SZA),Doja Cat,90,420,89,450,102,325,246.0
103,Lonely,Joeboy,375,69,350,57,300,325,246.0
104,Boi Boi,Rexxie featuring Teni,375,92,350,48,300,325,248.33333333333334
105,Jennifer,Guchi,375,16,350,450,300,4,249.16666666666666
106,Can't Relate,Omah Lay,375,43,350,104,300,325,249.5
107,This Your Body,Skales and Davido,375,44,350,110,300,325,250.66666666666666
108,Out There,"Dangbana Republik, Bella Shmurda",103,420,103,450,108,325,251.5
109,If You No Love,ChikÃ©,375,54,350,111,300,325,252.5
110,Loading,Olamide,375,64,350,105,300,325,253.16666666666666
111,Sinner,"Adekunle Gold, Lucky Daye",107,420,350,215,109,325,254.33333333333334
112,Tekiller,CDQ,375,100,350,77,300,325,254.5
113,Ameno,ERA,375,33,350,450,300,23,255.16666666666666
114,Yahweh,Mercy Chinwo,375,40,350,450,300,18,255.5
115,My Bebe,Omah Lay,375,67,350,123,300,325,256.6666666666667
116,Bia,Phyno,110,420,350,211,125,325,256.8333333333333
117,Adura,Mohbad,375,68,350,129,300,325,257.8333333333333
118,Selense,The Cavemen.,114,420,350,219,122,325,258.3333333333333
119,You,Omah Lay,375,78,350,125,300,325,258.8333333333333
120,Are You Sure,Lyta,375,420,350,23,300,87,259.1666666666667
121,Cho Cho,Zlatan,375,420,350,46,300,64,259.1666666666667
122,Airplane Mode,Fireboy DML,375,99,350,112,300,325,260.1666666666667
123,Confession,Omah Lay,375,85,350,150,300,325,264.1666666666667
124,Roju,Chike,375,94,350,450,300,16,264.1666666666667
125,Don Dada,Timaya,375,420,350,63,300,81,264.8333333333333
126,Breakup Riddim,DJ Aroma,375,37,350,203,300,325,265.0
127,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,375,90,350,450,300,25,265.0
128,Damn,Omah Lay,375,97,350,156,300,325,267.1666666666667
129,It Ain't Me TikTok,Eduardo XD,34,420,75,450,300,325,267.3333333333333
130,Sweet One,Wizkid,61,420,60,450,300,325,269.3333333333333
131,Longtime (feat. Skepta),Wizkid,64,420,63,450,300,325,270.3333333333333
132,Fall for Me,Laycon,375,420,350,94,300,88,271.1666666666667
133,True Love (feat. Tay Iwar & Projexx),Wizkid,68,420,70,450,300,325,272.1666666666667
134,Mighty Wine,Wizkid,72,420,71,450,300,325,273.0
135,Love Like This (feat. Fireboy DML),Lil Kesh,375,76,350,450,300,90,273.5
136,Piece of Me (feat. Ella Mai),Wizkid,79,420,80,450,300,325,275.6666666666667
137,Hats Off (feat. Travis Scott),"Lil Baby, Lil Durk, Travis Scott",86,420,81,450,300,325,277.0
138,Rich Off Pain (feat. Rod Wave),"Lil Baby, Lil Durk, Rod Wave",89,420,87,450,300,325,278.5
139,At My Worst,Pink Sweat$,375,420,350,122,99,325,281.8333333333333
140,MONTERO (Call Me By Your Name),Lil Nas X,375,420,350,450,46,52,282.1666666666667
141,Epidemic,Polo G,101,420,99,450,300,325,282.5
142,Gyrate,Wizkid,100,420,100,450,300,325,282.5
143,Money & Laughter,"BOJ, Zamir, Amaarae",111,420,350,204,300,325,285.0
144,Baba Nla,"Dr Dolor, Buju",113,420,350,217,300,325,287.5
145,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",375,420,350,450,77,62,289.0
146,Sere (Remix),"Spinall, Fireboy DML and 6LACK",375,420,350,147,123,325,290.0
147,Astronaut In The Ocean,Masked Wolf,375,420,350,450,61,98,292.3333333333333
148,Jack,Nasty C,375,420,350,450,94,66,292.5
149,Far Away,"Dangbana Republik, Bella Shmurda",104,420,350,450,107,325,292.6666666666667
150,Soldier Go,"Dangbana Republik, Bella Shmurda",105,420,350,450,111,325,293.5
151,Lako,"Dangbana Republik, Bella Shmurda",106,420,350,450,113,325,294.0
152,Clash,"Dave, Stormzy",109,420,350,450,110,325,294.0
153,Rise Of The Underdogs 2,Show Dem Camp,112,420,350,450,119,325,296.0
154,Align,Show Dem Camp,115,420,350,450,121,325,296.8333333333333
155,YKTV,Show Dem Camp,117,420,350,450,126,325,298.0
156,Intro,Show Dem Camp,119,420,350,450,129,325,298.8333333333333
157,40 BTC,Rexxie featuring Seyi Vibez,375,420,350,35,300,325,300.8333333333333
158,90'S,Seyi Vibez,375,420,350,37,300,325,301.1666666666667
159,Bad Type,Seyi Vibez,375,420,350,49,300,325,303.1666666666667
160,Catalyst,Seyi Vibez,375,420,350,53,300,325,303.8333333333333
161,Sho Mo Mi,Bella Shmurda,375,420,350,60,300,325,305.0
162,Ori,Barry Jhay,375,420,350,62,300,325,305.3333333333333
163,Ginger Me (Intro),Bella Shmurda,375,420,350,64,300,325,305.6666666666667
164,Feel,Mrolaide ,375,35,350,450,300,325,305.8333333333333
165,Picture Freestyle,Seyi Vibez,375,420,350,68,300,325,306.3333333333333
166,Capable God,Judikay,375,41,350,450,300,325,306.8333333333333
167,Check Yourself,Kaptain,375,42,350,450,300,325,307.0
168,Omnipotent,Bella Shmurda,375,420,350,74,300,325,307.3333333333333
169,Ife ft. Qdot,Oyin,375,46,350,450,300,325,307.6666666666667
170,Liquor,Bella Shmurda,375,420,350,76,300,325,307.6666666666667
171,Vision 2020,Bella Shmurda,375,420,350,78,300,325,308.0
172,Pay day,Seyi Vibez,375,420,350,79,300,325,308.1666666666667
173,Sorry,MohBad,375,420,350,80,300,325,308.3333333333333
174,FOCUS DANCE BEAT ft. Hagman & Abati,Ajimovoix Drums,375,50,350,450,300,325,308.3333333333333
175,Ma Pariwo,Zinoleesky,375,420,350,81,300,325,308.5
176,Only You,Bella Shmurda,375,420,350,84,300,325,309.0
177,Upgrade,Bella Shmurda,375,420,350,85,300,325,309.1666666666667
178,Lenu (Remix),Buju,375,420,350,86,300,325,309.3333333333333
179,Too Faithful,Moses Bliss,375,56,350,450,300,325,309.3333333333333
180,Chi Chi,Naira Marley,375,420,350,87,300,325,309.5
181,Colorado,Zugo,375,420,350,88,300,325,309.6666666666667
182,Lole,Kendickson,375,59,350,450,300,325,309.8333333333333
183,Muje,Barry Jhay,375,420,350,90,300,325,310.0
184,So Lovely,Buju,375,420,350,91,300,325,310.1666666666667
185,Rotate (Freestyle),Mr Eazi,375,62,350,450,300,325,310.3333333333333
186,God Sent,Seyi Vibez,375,420,350,95,300,325,310.8333333333333
187,Many Nites,Erigga,375,66,350,450,300,325,311.0
188,Omemma,Judikay,375,70,350,450,300,325,311.6666666666667
189,FEM,Davido,375,420,350,100,300,325,311.6666666666667
190,Amope,Bella Shmurda,375,420,350,101,300,325,311.8333333333333
191,Obinasom,Mercy Chinwo,375,71,350,450,300,325,311.8333333333333
192,Kogi,Jumabee,375,420,350,102,300,325,312.0
193,Spiritual,Buju,375,420,350,103,300,325,312.1666666666667
194,You I Live For,Moses Bliss,375,73,350,450,300,325,312.1666666666667
195,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,375,74,350,450,300,325,312.3333333333333
196,Dangbana Orisa,Bella Shmurda,375,420,350,106,300,325,312.6666666666667
197,Wasting Time,Brent Faiyaz,375,420,350,107,300,325,312.8333333333333
198,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,77,350,450,300,325,312.8333333333333
199,Happiness,Davolee,375,420,350,109,300,325,313.1666666666667
200,Focus Vibe,Slimcase,375,81,350,450,300,325,313.5
201,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar",Falz,375,82,350,450,300,325,313.6666666666667
202,Petty (Bonus Track),Olamide,375,83,350,450,300,325,313.8333333333333
203,Your Body,Mayorkun,375,420,350,113,300,325,313.8333333333333
204,Currently,Kizz Daniel,375,420,350,114,300,325,314.0
205,Aye,Naira Marley,375,84,350,450,300,325,314.0
206,Celebration,Joeboy,375,420,350,115,300,325,314.1666666666667
207,Lagos Anthem,Zlatan,375,86,350,450,300,325,314.3333333333333
208,Omo Ologo,Lil Frosh,375,420,350,116,300,325,314.3333333333333
209,If E Happen For Lagos,Runtown,375,420,350,117,300,325,314.5
210,Ponmo,Mohbad,375,420,350,118,300,325,314.6666666666667
211,Wonderful,Burna Boy,375,420,350,120,300,325,315.0
212,Rest On Kashy,Anonymous Music,375,420,350,121,300,325,315.1666666666667
213,MOSLADO,Teni,375,420,350,124,300,325,315.6666666666667
214,Coachella ft. Kwesi Arthur,Sarkodie,375,96,350,450,300,325,316.0
215,Die Young,Roddy Ricch,375,420,350,126,300,325,316.0
216,Legends,Juice WRLD,375,420,350,127,300,325,316.1666666666667
217,Cultural Praise,Kcee & Okwesili Eze Group,375,420,350,128,300,325,316.3333333333333
218,Level Up (Twice As Tall),Burna Boy,375,420,350,130,300,325,316.6666666666667
219,The Box,Roddy Ricch,375,420,350,131,300,325,316.8333333333333
220,Back2Back,Rexxie featuring Bella Shmurda,375,420,350,132,300,325,317.0
221,Zoom,Cheque,375,420,350,133,300,325,317.1666666666667
222,Egbon,Masterkraft,375,420,350,134,300,325,317.3333333333333
223,Green Light,Olamide,375,420,350,135,300,325,317.5
224,KAMBA,Terry Apala,375,420,350,136,300,325,317.6666666666667
225,Project Dreams,Roddy Ricch,375,420,350,137,300,325,317.8333333333333
226,Jehovah Overdo,Chidinma,375,420,350,450,300,12,317.8333333333333
227,Symphony,Seyi Vibez,375,420,350,138,300,325,318.0
228,Lo Lo,Omah Lay,375,420,350,139,300,325,318.1666666666667
229,Activate,Stonebwoy,375,420,350,140,300,325,318.3333333333333
230,I Will Survive,Diamond Jimma,375,420,350,141,300,325,318.5
231,JO,Teni,375,420,350,143,300,325,318.8333333333333
232,Mandeman,Small Doctor,375,420,350,144,300,325,319.0
233,Woman,Rema,375,420,350,145,300,325,319.1666666666667
234,Fine Wine,R2Bees,375,420,350,146,300,325,319.3333333333333
235,In My Maserati,Olakira,375,420,350,450,300,22,319.5
236,Life Is Good,Future,375,420,350,148,300,325,319.6666666666667
237,Know You,Ladipoe,375,420,350,149,300,325,319.8333333333333
238,Ball Till We Fall,Kida Kudz featuring Bella Shmurda,375,420,350,152,300,325,320.3333333333333
239,Flex,Kizz Daniel,375,420,350,153,300,325,320.5
240,Ye Ye Ye,Omah Lay,375,420,350,154,300,325,320.6666666666667
241,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,350,450,300,30,320.8333333333333
242,Go Away,Fireboy DML,375,420,350,155,300,325,320.8333333333333
243,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,375,420,350,450,300,31,321.0
244,So Crazy,Davido,375,420,350,157,300,325,321.1666666666667
245,Hold Me Tight,Kcee,375,420,350,159,300,325,321.5
246,HELL (interlude),corizo,375,420,350,160,300,325,321.6666666666667
247,Marlians Anthem,MohBad,375,420,350,161,300,325,321.8333333333333
248,Butter,BTS,375,420,350,450,300,36,321.8333333333333
249,Spell,Fireboy DML & Wande Coal,375,420,350,163,300,325,322.1666666666667
250,There Is a Place,Nathaniel Bassey,375,420,350,450,300,39,322.3333333333333
251,Prayer Request,Victor AD,375,420,350,164,300,325,322.3333333333333
252,Something Different,Adekunle Gold,375,420,350,165,300,325,322.5
253,Hardaway,Yungeen Ace,375,420,350,166,300,325,322.6666666666667
254,What Type Of Dance,DJ Kaywise,375,420,350,167,300,325,322.8333333333333
255,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,375,420,350,450,300,42,322.8333333333333
256,ELI,Fireboy DML,375,420,350,168,300,325,323.0
257,High Fashion,Roddy Ricch,375,420,350,169,300,325,323.1666666666667
258,Enjoy,Tekno,375,420,350,450,300,44,323.1666666666667
259,Born to Win,Timaya,375,420,350,170,300,325,323.3333333333333
260,Beamer (Bad Boys),Rema,375,420,350,171,300,325,323.5
261,Afar,Fireboy DML & Olamide,375,420,350,172,300,325,323.6666666666667
262,Hood Scars 2,J.I the Prince of N.Y & Lil Tjay,375,420,350,173,300,325,323.8333333333333
263,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,420,350,174,300,325,324.0
264,As E Dey Go,Naira Marley,375,420,350,175,300,325,324.1666666666667
265,You Remain the Same,Dunsin Oyekan,375,420,350,450,300,50,324.1666666666667
266,ONEMMENMA (Live),Mercy Chinwo & Chioma Jesus,375,420,350,450,300,51,324.3333333333333
267,Jackpot,Crayon,375,420,350,177,300,325,324.5
268,Be Something,Polo G,375,420,350,178,300,325,324.6666666666667
269,Hello Brother,Omah Lay,375,420,350,179,300,325,324.8333333333333
270,Good Woman,Flavour,375,420,350,450,300,54,324.8333333333333
271,Poko,Kizz Daniel,375,420,350,450,300,56,325.1666666666667
272,AG Baby,Adekunle Gold,375,420,350,181,300,325,325.1666666666667
273,Who Be This Guy,"Kheengz, Falz & M.I Abaga",375,420,350,450,300,57,325.3333333333333
274,Maserati (Remix),Olakira,375,420,350,182,300,325,325.3333333333333
275,Rich And Blind,Juice WRLD,375,420,350,183,300,325,325.5
276,Try Me,Tems,375,420,350,184,300,325,325.6666666666667
277,Like I Do,Fireboy DML,375,420,350,185,300,325,325.8333333333333
278,Plenty,Olamide,375,420,350,186,300,325,326.0
279,Brown Skin,Masterkraft,375,420,350,187,300,325,326.1666666666667
280,What If,SHATTA WALE,375,420,350,188,300,325,326.3333333333333
281,Chargie,"Reekado Banks, Teejay, Lord Afrixana",375,420,350,190,300,325,326.6666666666667
282,Save Your Tears,The Weeknd,375,420,350,450,300,65,326.6666666666667
283,All Love,Lil Durk,375,420,350,191,300,325,326.8333333333333
284,3 Headed Goat,Lil Durk,375,420,350,192,300,325,327.0
285,Legit,Angela Okorie,375,420,350,450,300,68,327.1666666666667
286,PradadaBang,IDK & Young Thug,375,420,350,193,300,325,327.1666666666667
287,WHOLE LOTTA MONEY (Remix),"BIA, Nicki Minaj",118,420,350,450,300,325,327.1666666666667
288,Friday Feeling,Fireboy DML,375,420,350,195,300,325,327.5
289,Sai dake,Hamisu Breaker,375,420,350,450,300,70,327.5
290,Touch It,KiDi,375,420,350,196,300,325,327.6666666666667
291,Salute,Alikiba,375,420,350,450,300,71,327.6666666666667
292,Duduke (French),Simi and Deja,375,420,350,197,300,325,327.8333333333333
293,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",375,420,350,450,48,325,328.0
294,Big Man Rhythm,Masterkraft,375,420,350,199,300,325,328.1666666666667
295,You're Welcome,Dwayne Johnson,375,420,350,450,300,74,328.1666666666667
296,Dama,Namenj & Hamisu Breaker,375,420,350,450,300,75,328.3333333333333
297,Freaky,Hotkid,375,420,350,200,300,325,328.3333333333333
298,Do not Disturb,Omah Lay,375,420,350,201,300,325,328.5
299,Omalicha,kolaboy,375,420,350,202,300,325,328.6666666666667
300,Addicted,Guchi,375,420,350,450,300,77,328.6666666666667
301,Runaway,AURORA,375,420,350,450,56,325,329.3333333333333
302,Choppas 4 My Enemies,Yungeen Ace,375,420,350,206,300,325,329.3333333333333
303,Jafafa,Chinko Ekun & Mohbad,375,420,350,207,300,325,329.5
304,You Right,Doja Cat & The Weeknd,375,420,350,450,300,83,329.6666666666667
305,Hello áº¸,"Reminisce, Westsyde",375,420,350,208,300,325,329.6666666666667
306,Big Man Ting,SHATTA WALE,375,420,350,209,300,325,329.8333333333333
307,Good God,Limoblaze & Ada Ehi,375,420,350,450,300,86,330.1666666666667
308,Vibration,Sarkodie and Vic Mensa,375,420,350,212,300,325,330.3333333333333
309,Nevada,YoungBoy Never Broke Again,375,420,350,213,300,325,330.5
310,Big Shark,Russ Millions,375,420,350,450,300,89,330.6666666666667
311,Sapa,Bravo AZ feat. Idowest,375,420,350,214,300,325,330.6666666666667
312,DUPÄ– (Remix),Azekel,375,420,350,216,300,325,331.0
313,GANI A SO,Zainab Ambato,375,420,350,450,300,91,331.0
314,a m a r i,J. Cole,375,420,350,450,66,325,331.0
315,Fix My Eyes on You (feat. Sinach),Ada Ehi,375,420,350,450,300,92,331.1666666666667
316,Obsessed,Kvngs,375,420,350,218,300,325,331.3333333333333
317,Million Little Miracles,Elevation Worship & Maverick City Music,375,420,350,450,300,94,331.5
318,Boom Bang,Konshens & Davido,375,420,350,450,300,95,331.6666666666667
319,Of,hite - NGeeYL,375,420,350,220,300,325,331.6666666666667
320,Lemonade,"Internet money, Gunna, Don Toliver, NAV",375,420,350,450,71,325,331.8333333333333
321,ROCKSTAR,"DaBaby, Roddy Ricch",375,420,350,450,73,325,332.1666666666667
322,Wandsworth to Bullingdon,Fredo,375,420,350,223,300,325,332.1666666666667
323,Calling My Phone,"Lil Tjay, 6lack",375,420,350,450,74,325,332.3333333333333
324,Figure 8,Kida Kudz and Gemitaiz,375,420,350,224,300,325,332.3333333333333
325,Corny,Rema,375,420,350,450,300,99,332.3333333333333
326,Yadda Kunne Yaji,Hamisu Breaker,375,420,350,450,300,100,332.5
327,Blinding Lights,The Weeknd,375,420,350,450,76,325,332.6666666666667
328,Heartbreak Anniversary,Giveon,375,420,350,450,79,325,333.1666666666667
329,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",375,420,350,450,80,325,333.3333333333333
330,All My Life (feat. Oxlade),"M.I Abaga, Oxlade",375,420,350,450,89,325,334.8333333333333
331,Red Light Green Light,DaBaby,375,420,350,450,92,325,335.3333333333333
332,Straightenin,Migos,375,420,350,450,95,325,335.8333333333333
333,Dior,Pop Smoke,375,420,350,450,96,325,336.0
334,All In,"Nasty C, T.I.",375,420,350,450,98,325,336.3333333333333
335,Light It Up,"Migos, Pop Smoke",375,420,350,450,103,325,337.1666666666667
336,6am in Brighton,ArrDee,375,420,350,450,105,325,337.5
337,Anyone,Justin Bieber,375,420,350,450,106,325,337.6666666666667
338,Stay,"The Kid Laroi, Justin Bieber",375,420,350,450,112,325,338.6666666666667
339,Real Shiii,Graimmy Thesoh,375,420,350,450,115,325,339.1666666666667
340,Ball If I Want To,DaBaby,375,420,350,450,116,325,339.3333333333333
341,Tycoon,"Show Dem Camp, Reminisce, Mojo",375,420,350,450,117,325,339.5
342,Deep Wounds,POLO G,375,420,350,450,118,325,339.6666666666667
343,Ramen & OJ,"Joyner Lucas, Lil Baby",375,420,350,450,120,325,340.0
344,The Jackie,"Bas, J. Cole, Lil Tjay",375,420,350,450,124,325,340.6666666666667
345,Draw Me Close,"Show Dem Camp, Shalom Dubas",375,420,350,450,127,325,341.1666666666667
346,TGF Pussy,Blaqbonez,375,420,350,450,128,325,341.3333333333333
347,Away,Ayra Starr,375,420,350,450,130,325,341.6666666666667
