rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
41,Cup of Tea,Olamide,32,36,30,93,76,325,98.66666667
42,Ginger,Wizkid,24,420,24,42,39,44,98.83333333
43,23,Burna Boy,47,74,48,60,42,325,99.33333333
44,Pronto,"Ajebo Hustlers, Omah Lay",28,420,28,40,23,59,99.66666667
45,Peaches (Masterkraft Remix) (feat. Alpha P & Omah Lay),Justin Bieber,35,24,35,450,38,38,103.3333333
46,PEPE,"L.A.X, Davido",83,29,82,55,63,325,106.1666667
47,Hallelu,Masterkraft,62,420,62,34,25,41,107.3333333
48,Bounce,Rema,44,420,1,161,18,23,111.1666667
49,La La (feat. CKay),Davido,30,53,31,450,85,20,111.5
50,Way Too Big,Burna Boy,54,59,55,66,114,325,112.1666667
51,KOLO,Ice Prince,45,420,45,70,43,70,115.5
52,Early Momo,Vector,39,420,40,79,56,63,116.1666667
53,Bad Influence,Omah Lay,89,79,89,76,74,325,122
54,Confident,"Savage, Buju",7,420,7,14,11,325,130.6666667
55,Bounce,Ruger,1,3,350,450,2,3,134.8333333
56,Ayewada,Barry Jhay,85,33,84,12,300,325,139.8333333
57,Yaba Buluku (Remix),"DJ Tarico, Burna Boy",6,420,6,26,91,325,145.6666667
58,Bad Habits,Ed Sheeran,375,88,350,30,54,30,154.5
59,Koleyewon,Naira Marley,375,45,350,53,59,46,154.6666667
60,LV N ATTN (feat. Wizkid),"Lojay, Sarz",16,420,16,138,15,325,155
61,Want (feat. Fave),Olamide,43,32,39,450,53,325,157
62,Kilofeshe,Zinoleesky,66,420,65,43,36,325,159.1666667
63,High Way,"DJ Kaywise, Phyno",68,420,67,61,300,39,159.1666667
64,Late At Night,Roddy Ricch,36,420,37,54,84,325,159.3333333
65,Tonongo,"Lojay, Sarz",23,420,23,122,52,325,160.8333333
66,Rush,"Dangbana Republik, Bella Shmurda",63,420,63,36,69,325,162.6666667
67,Rough Up (feat. Layydoe),Olamide,38,48,34,450,81,325,162.6666667
68,Southy Love,Peruzzi,41,420,41,83,77,325,164.5
69,So Much More,Olamide,59,60,52,450,92,325,173
70,Don Dada,Timaya,375,100,350,59,98,82,177.3333333
71,Loved By You (feat. Burna Boy),Justin Bieber,42,420,43,450,33,84,178.6666667
72,Oliver Twist,ArrDee,55,420,58,450,22,80,180.8333333
73,Damages,Tems,93,420,94,98,66,325,182.6666667
74,Commitment Issues,Central Cee,90,420,91,143,48,325,186.1666667
75,Ruger,Ruger,88,420,88,450,62,64,195.3333333
76,Verified (feat. Mayorkun),Laycon,100,420,104,450,100,2,196
77,Door,Joeboy,375,35,350,67,300,79,201
78,Kiss Me More (feat. SZA),Doja Cat,80,420,78,450,90,98,202.6666667
79,Frenemies,Rexxie,95,420,96,188,95,325,203.1666667
80,Bank On It,Burna Boy,46,85,46,450,300,325,208.6666667
81,Music Messiah,DJ Neptune,375,40,350,90,72,325,208.6666667
82,Abule,Patoranking,375,57,350,130,300,49,210.1666667
83,Money,"Terri, Bella Shmurda, Mohbad",375,420,350,29,71,22,211.1666667
84,No Stress,Wizkid,70,420,69,84,300,325,211.3333333
85,Monalisa,"Lojay, Sarz",15,420,17,450,49,325,212.6666667
86,Champion,Fireboy DML & D Smoke,375,55,350,62,118,325,214.1666667
87,Blessed (feat. Damian Marley),Wizkid,33,420,33,450,50,325,218.5
88,Airplane Mode,Fireboy DML,375,94,350,108,300,95,220.3333333
89,Medicine,Jaywillz,97,54,97,450,300,325,220.5
90,Abu Dhabi,Ruger,40,420,42,450,47,325,220.6666667
91,RAPSTAR,Polo G,50,420,49,450,34,325,221.3333333
92,Real Life,Burna Boy,76,420,75,157,300,325,225.5
93,Cho Cho,Zlatan,375,420,350,44,104,61,225.6666667
94,Holy Ground,Davido,92,420,92,154,300,325,230.5
95,You Right,"Doja Cat, The Weeknd",94,420,87,450,300,34,230.8333333
96,Ameno,Era,103,420,100,450,300,17,231.6666667
97,Olofofo,Victor AD,375,13,350,28,300,325,231.8333333
98,Smile,Wizkid,101,420,98,155,300,325,233.1666667
99,Reckless,Wizkid,56,420,54,450,99,325,234
100,Triumphant,Olamide,375,21,350,39,300,325,235
101,Boi Boi,Rexxie,102,420,103,163,300,325,235.5
102,Voice of the Heroes,"Lil Baby, Lil Durk",71,420,71,450,78,325,235.8333333
103,Straightenin,Migos,98,420,95,450,80,325,244.6666667
104,Epidemic,Polo G,91,420,90,450,93,325,244.8333333
105,Heartbreak Anniversary,GIVON,96,420,93,450,86,325,245
106,PAMI,DJ Tunez,375,62,350,65,300,325,246.1666667
107,Having Our Way (feat. Drake),Migos,105,420,102,450,79,325,246.8333333
108,This Your Body,Skales and Davido,375,42,350,91,300,325,247.1666667
109,If You No Love,Chike,375,37,350,106,300,325,248.8333333
110,Can't Relate,Omah Lay,375,46,350,97,300,325,248.8333333
111,Lonely,Joeboy,375,89,350,56,300,325,249.1666667
112,Jennifer,Guchi,375,17,350,450,300,4,249.3333333
113,Loading,Olamide,375,73,350,95,300,325,253
114,Party Next Door,"Dangbana Republik, Bella Shmurda",106,420,350,218,108,325,254.5
115,My Bebe,Omah Lay,375,76,350,109,300,325,255.8333333
116,You,Omah Lay,375,70,350,116,300,325,256
117,Adura,Mohbad,375,77,350,120,300,325,257.8333333
118,Are You Sure,Lyta,375,420,350,24,300,89,259.6666667
119,Chi Chi,Naira Marley,375,420,350,77,300,57,263.1666667
120,Roju,Chike,375,95,350,450,300,15,264.1666667
121,Confession,Omah Lay,375,96,350,144,300,325,265
122,Damn,Omah Lay,375,87,350,156,300,325,265.5
123,Longtime (feat. Skepta),Wizkid,73,420,70,450,300,325,273
124,My Crew,Kiiwii,108,420,350,136,300,325,273.1666667
125,Ginger Me (Intro),Bella Shmurda,375,420,350,63,106,325,273.1666667
126,Jowo,Davido,72,420,73,450,300,325,273.3333333
127,Sweet One,Wizkid,74,420,72,450,300,325,273.5
128,Salute,Alikiba,375,420,350,126,300,73,274
129,Love Like This (feat. Fireboy DML),Lil Kesh,375,84,350,450,300,85,274
130,Fall for Me,Laycon,375,420,350,150,300,56,275.1666667
131,If E Happen For Lagos,Runtown,375,420,350,115,300,94,275.6666667
132,Hats Off (feat. Travis Scott),"Lil Baby, Lil Durk, Travis Scott",79,420,81,450,300,325,275.8333333
133,Mighty Wine,Wizkid,81,420,80,450,300,325,276
134,True Love (feat. Tay Iwar & Projexx),Wizkid,82,420,79,450,300,325,276
135,Rich Off Pain (feat. Rod Wave),"Lil Baby, Lil Durk, Rod Wave",86,420,86,450,300,325,277.8333333
136,Piece of Me (feat. Ella Mai),Wizkid,87,420,85,450,300,325,277.8333333
137,MONTERO (Call Me By Your Name),Lil Nas X,375,420,350,450,44,54,282.1666667
138,It Ain't Me TikTok,Eduardo XD,99,420,99,450,300,325,282.1666667
139,Gyrate,Wizkid,104,420,101,450,300,325,283.3333333
140,Sere (Remix),"Spinall, Fireboy DML and 6LACK",375,420,350,141,94,325,284.1666667
141,Rise Of The Underdogs 2,Show Dem Camp,109,420,105,450,300,325,284.8333333
142,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",375,420,350,450,65,67,287.8333333
143,Woman,Rema,375,420,350,145,116,325,288.5
144,Flex,Kizz Daniel,375,420,350,151,121,325,290.3333333
145,Red Light Green Light,DaBaby,375,420,350,450,97,52,290.6666667
146,Jack,Nasty C,375,420,350,450,87,69,291.8333333
147,HUSTLE,Teni,107,420,350,450,111,325,293.8333333
148,Ball If I Want To,DaBaby,375,420,350,450,119,86,300
149,90'S,Seyi Vibez,375,420,350,35,300,325,300.8333333
150,Kogi,Jumabee,375,420,350,38,300,325,301.3333333
151,Bad Type,Seyi Vibez,375,420,350,46,300,325,302.6666667
152,KAMBA,Terry Apala,375,420,350,49,300,325,303.1666667
153,Catalyst,Seyi Vibez,375,420,350,51,300,325,303.5
154,Ori,Barry Jhay,375,420,350,57,300,325,304.5
155,Sho Mo Mi,Bella Shmurda,375,420,350,58,300,325,304.6666667
156,Feel,Mrolaide ,375,28,350,450,300,325,304.6666667
157,Omnipotent,Bella Shmurda,375,420,350,69,300,325,306.5
158,Check Yourself,Kaptain,375,39,350,450,300,325,306.5
159,Liquor,Bella Shmurda,375,420,350,71,300,325,306.8333333
160,Picture Freestyle,Seyi Vibez,375,420,350,72,300,325,307
161,Berna Reloaded ft. Fally Ipupa & Diamond Platnumz,Flavour,375,43,350,450,300,325,307.1666667
162,Sorry,MohBad,375,420,350,73,300,325,307.1666667
163,Vision 2020,Bella Shmurda,375,420,350,74,300,325,307.3333333
164,Pay day,Seyi Vibez,375,420,350,75,300,325,307.5
165,Only You,Bella Shmurda,375,420,350,78,300,325,308
166,Omemma,Judikay,375,49,350,450,300,325,308.1666667
167,Petty (Bonus Track),Olamide,375,50,350,450,300,325,308.3333333
168,Upgrade,Bella Shmurda,375,420,350,81,300,325,308.5
169,Capable God,Judikay,375,51,350,450,300,325,308.5
170,Ma Pariwo,Zinoleesky,375,420,350,82,300,325,308.6666667
171,Colorado,Zugo,375,420,350,85,300,325,309.1666667
172,Muje,Barry Jhay,375,420,350,86,300,325,309.3333333
173,Rotate (Freestyle),Mr Eazi,375,56,350,450,300,325,309.3333333
174,So Lovely,Buju,375,420,350,87,300,325,309.5
175,Lenu (Remix),Buju,375,420,350,89,300,325,309.8333333
176,Fine Wine,R2Bees,375,420,350,92,300,325,310.3333333
177,Many Nites,Erigga,375,63,350,450,300,325,310.5
178,God Sent,Seyi Vibez,375,420,350,94,300,325,310.6666667
179,FOCUS DANCE BEAT ft. Hagman & Abati,Ajimovoix Drums,375,65,350,450,300,325,310.8333333
180,Amope,Bella Shmurda,375,420,350,96,300,325,311
181,Obinasom,Mercy Chinwo,375,66,350,450,300,325,311
182,Too Faithful,Moses Bliss,375,67,350,450,300,325,311.1666667
183,You I Live For,Moses Bliss,375,68,350,450,300,325,311.3333333
184,Merry Go Round ft. Teni,Brownskin,375,69,350,450,300,325,311.5
185,Happiness,Davolee,375,420,350,99,300,325,311.5
186,FEM,Davido,375,420,350,100,300,325,311.6666667
187,Focus Vibe,Slimcase,375,71,350,450,300,325,311.8333333
188,Dangbana Orisa,Bella Shmurda,375,420,350,101,300,325,311.8333333
189,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar",Falz,375,72,350,450,300,325,312
190,All Love,Lil Durk,375,420,350,102,300,325,312
191,Rest On Kashy,Anonymous Music,375,420,350,103,300,325,312.1666667
192,Your Body,Mayorkun,375,420,350,105,300,325,312.5
193,Currently,Kizz Daniel,375,420,350,107,300,325,312.8333333
194,At My Worst,Pink Sweat$,375,420,350,110,300,325,313.3333333
195,Off You ft. KiDi,Young Jonn,375,81,350,450,300,325,313.5
196,Celebration,Joeboy,375,420,350,111,300,325,313.5
197,3 Headed Goat,Lil Durk,375,420,350,112,300,325,313.6666667
198,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,82,350,450,300,325,313.6666667
199,Ponmo,Mohbad,375,420,350,113,300,325,313.8333333
200,Cultural Praise,Kcee & Okwesili Eze Group,375,420,350,114,300,325,314
201,Freestyle,2jaja,375,86,350,450,300,325,314.3333333
202,Die Young,Roddy Ricch,375,420,350,117,300,325,314.5
203,Wonderful,Burna Boy,375,420,350,118,300,325,314.6666667
204,Omo Ologo,Lil Frosh,375,420,350,119,300,325,314.8333333
205,The Box,Roddy Ricch,375,420,350,121,300,325,315.1666667
206,Aye,Naira Marley,375,91,350,450,300,325,315.1666667
207,Lagos Anthem,Zlatan,375,92,350,450,300,325,315.3333333
208,Coachella ft. Kwesi Arthur,Sarkodie,375,93,350,450,300,325,315.5
209,Legends,Juice WRLD,375,420,350,123,300,325,315.5
210,Green Light,Olamide,375,420,350,124,300,325,315.6666667
211,Level Up (Twice As Tall),Burna Boy,375,420,350,125,300,325,315.8333333
212,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,375,97,350,450,300,325,316.1666667
213,Egbon,Masterkraft,375,420,350,127,300,325,316.1666667
214,Dick Appointment,Erigga,375,98,350,450,300,325,316.3333333
215,MOSLADO,Teni,375,420,350,128,300,325,316.3333333
216,Project Dreams,Roddy Ricch,375,420,350,129,300,325,316.5
217,Sugar Daddy ft. Olamide,Dj Enimoney,375,99,350,450,300,325,316.5
218,Zoom,Cheque,375,420,350,131,300,325,316.8333333
219,Activate,Stonebwoy,375,420,350,132,300,325,317
220,Symphony,Seyi Vibez,375,420,350,133,300,325,317.1666667
221,Mandeman,Small Doctor,375,420,350,134,300,325,317.3333333
222,Berna (feat. Fally Ipupa & Tekno),Flavour,375,420,350,450,300,10,317.5
223,Lo Lo,Omah Lay,375,420,350,135,300,325,317.5
224,Hold Me Tight,Kcee,375,420,350,137,300,325,317.8333333
225,Jehovah Overdo,Chidinma,375,420,350,450,300,13,318
226,Know You,Ladipoe,375,420,350,139,300,325,318.1666667
227,Kamata,Diamond Platnumz,375,420,350,140,300,325,318.3333333
228,Ball Till We Fall,Kida Kudz featuring Bella Shmurda,375,420,350,142,300,325,318.6666667
229,I Will Survive,Diamond Jimma,375,420,350,146,300,325,319.3333333
230,Touch It,KiDi,375,420,350,147,300,325,319.5
231,Ye Ye Ye,Omah Lay,375,420,350,148,300,325,319.6666667
232,Spiritual,Buju,375,420,350,149,300,325,319.8333333
233,In My Maserati,Olakira,375,420,350,450,300,25,320
234,Go Away,Fireboy DML,375,420,350,152,300,325,320.3333333
235,Life Is Good,Future,375,420,350,153,300,325,320.5
236,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,350,450,300,29,320.6666667
237,So Crazy,Davido,375,420,350,158,300,325,321.3333333
238,Marlians Anthem,MohBad,375,420,350,159,300,325,321.5
239,HELL (interlude),corizo,375,420,350,160,300,325,321.6666667
240,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,375,420,350,450,300,37,322
241,JO,Teni,375,420,350,162,300,325,322
242,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,420,350,164,300,325,322.3333333
243,Spell,Fireboy DML & Wande Coal,375,420,350,165,300,325,322.5
244,Beamer (Bad Boys),Rema,375,420,350,166,300,325,322.6666667
245,Fix My Eyes on You (feat. Sinach),Ada Ehi,375,420,350,450,300,42,322.8333333
246,Iron Man,Rema,375,420,350,167,300,325,322.8333333
247,Bigger Everyday (Live),"Moses Bliss, Festizie, Membrane, Uwa, Chris Heavens & Temple",375,420,350,450,300,43,323
248,What Type Of Dance,DJ Kaywise,375,420,350,169,300,325,323.1666667
249,Afar,Fireboy DML & Olamide,375,420,350,170,300,325,323.3333333
250,Enjoy,Tekno,375,420,350,450,300,45,323.3333333
251,Jackpot,Crayon,375,420,350,171,300,325,323.5
252,Something Different,Adekunle Gold,375,420,350,172,300,325,323.6666667
253,Rain (feat. Mzansi Youth Choir),Yemi Alade,375,420,350,450,300,47,323.6666667
254,Hood Scars 2,J.I the Prince of N.Y & Lil Tjay,375,420,350,173,300,325,323.8333333
255,High Fashion,Roddy Ricch,375,420,350,174,300,325,324
256,Born to Win,Timaya,375,420,350,175,300,325,324.1666667
257,ELI,Fireboy DML,375,420,350,176,300,325,324.3333333
258,As E Dey Go,Naira Marley,375,420,350,177,300,325,324.5
259,Hello Brother,Omah Lay,375,420,350,178,300,325,324.6666667
260,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,375,420,350,450,300,53,324.6666667
261,AG Baby,Adekunle Gold,375,420,350,179,300,325,324.8333333
262,Like I Do,Fireboy DML,375,420,350,180,300,325,325
263,Plenty,Olamide,375,420,350,181,300,325,325.1666667
264,Friday Feeling,Fireboy DML,375,420,350,182,300,325,325.3333333
265,Duduke (French),Simi and Deja,375,420,350,183,300,325,325.5
266,Do not Disturb,Omah Lay,375,420,350,184,300,325,325.6666667
267,ONEMMENMA (Live),Mercy Chinwo & Chioma Jesus,375,420,350,450,300,60,325.8333333
268,Another Level,Olamide,375,420,350,185,300,325,325.8333333
269,Try Me,Tems,375,420,350,186,300,325,326
270,Good Woman,Flavour,375,420,350,450,300,62,326.1666667
271,40 BTC,Rexxie,375,420,350,187,300,325,326.1666667
272,What To Do,Rotimi,375,420,350,189,300,325,326.5
273,Back2Back,Rexxie,375,420,350,190,300,325,326.6666667
274,Satisfy,Russ,375,420,350,191,300,325,326.8333333
275,Prayer Request,Victor AD,375,420,350,192,300,325,327
276,AVAILABLE,C Blvck,375,420,350,193,300,325,327.1666667
277,Be Something,Polo G,375,420,350,194,300,325,327.3333333
278,Jafafa,Chinko Ekun & Mohbad,375,420,350,195,300,325,327.5
279,LET IT GO (feat. Justin Bieber & 21 Savage),"DJ Khaled, 21 Savage, Justin Bieber",375,420,350,450,46,325,327.6666667
280,Viral Moment,Lil Durk,375,420,350,196,300,325,327.6666667
281,Butter,BTS,375,420,350,450,300,71,327.6666667
282,Rollin' (feat. Burna Boy),MIST,375,420,350,450,300,72,327.8333333
283,Maserati (Remix),Olakira,375,420,350,197,300,325,327.8333333
284,Tomorrow,Illest ft Seyi vibez,375,420,350,198,300,325,328
285,365 Days,OmartheDJ,375,420,350,199,300,325,328.1666667
286,Dama,Namenj & Hamisu Breaker,375,420,350,450,300,74,328.1666667
287,Personal,Cassius Jay,375,420,350,200,300,325,328.3333333
288,Pempe (Live),Seyi Shay & Yemi Alade,375,420,350,450,300,75,328.3333333
289,Bless The Booth Freestyle,OMB PEEZY,375,420,350,201,300,325,328.5
290,Astronaut In The Ocean,Masked Wolf,375,420,350,450,51,325,328.5
291,Save Your Tears,The Weeknd,375,420,350,450,300,76,328.5
292,MMM MMM,Kali,375,420,350,202,300,325,328.6666667
293,Legit,Angela Okorie,375,420,350,450,300,77,328.6666667
294,Sai dake,Hamisu Breaker,375,420,350,450,300,78,328.8333333
295,B.I.G,Energy & Zoro,375,420,350,203,300,325,328.8333333
296,Sisi Caro,Governor of Africa & Oxlade,375,420,350,204,300,325,329
297,a m a r i,J. Cole,375,420,350,450,55,325,329.1666667
298,Cultural Praise Vol.2,"Kcee, Okwesili Eze Group",375,420,350,205,300,325,329.1666667
299,Fear Nobody,Demide featuring Bella Shmurda,375,420,350,206,300,325,329.3333333
300,Freaky,Hotkid,375,420,350,207,300,325,329.5
301,Song of Angels (Ndi Mo Zi),Judikay,375,420,350,208,300,325,329.6666667
302,Poko,Kizz Daniel,375,420,350,450,300,83,329.6666667
303,20 10 20,Burna Boy,375,420,350,209,300,325,329.8333333
304,Rich And Blind,Juice WRLD,375,420,350,210,300,325,330
305,Tekiller,CDQ,375,420,350,214,300,325,330.6666667
306,Runaway,AURORA,375,420,350,450,64,325,330.6666667
307,You're Welcome,Dwayne Johnson,375,420,350,450,300,90,330.8333333
308,Whole Lotta Ice,BigWalkDog,375,420,350,216,300,325,331
309,You Remain the Same,Dunsin Oyekan,375,420,350,450,300,91,331
310,PuTTin,Tekno,375,420,350,450,300,92,331.1666667
311,ROCKSTAR,"DaBaby, Roddy Ricch",375,420,350,450,67,325,331.1666667
312,Wasting Time,Brent Faiyaz,375,420,350,219,300,325,331.5
313,Fendi (feat. Joeboy),"Blaqbonez, Joeboy",375,420,350,450,70,325,331.6666667
314,Chargie,"Reekado Banks, Teejay, Lord Afrixana",375,420,350,221,300,325,331.8333333
315,GANI A SO,Zainab Ambato,375,420,350,450,300,96,331.8333333
316,Million Little Miracles,Elevation Worship & Maverick City Music,375,420,350,450,300,97,332
317,All My Life (feat. Oxlade),"M.I Abaga, Oxlade",375,420,350,450,73,325,332.1666667
318,Labarin Zuciya (Live),Rahab saleem,375,420,350,450,300,99,332.3333333
319,Calling My Phone,"Lil Tjay, 6lack",375,420,350,450,75,325,332.5
320,"Idi Oremi (Opotoyi, Pt. 2)",Naira Marley,375,420,350,450,300,100,332.5
321,Light It Up,"Migos, Pop Smoke",375,420,350,450,83,325,333.8333333
322,Dior,Pop Smoke,375,420,350,450,88,325,334.6666667
323,Lemonade,"Internet money, Gunna, Don Toliver, NAV",375,420,350,450,89,325,334.8333333
324,All In,"Nasty C, T.I.",375,420,350,450,102,325,337
325,Away,Ayra Starr,375,420,350,450,103,325,337.1666667
326,Anyone,Justin Bieber,375,420,350,450,105,325,337.5
327,Blinding Lights,The Weeknd,375,420,350,450,107,325,337.8333333
328,m y . l i f e,"J. Cole, 21 Savage, Morray",375,420,350,450,110,325,338.3333333
329,p r i d e . i s . t h e . d e v i l,"J. Cole, Lil Baby",375,420,350,450,112,325,338.6666667
330,Arcade,Duncan Laurence,375,420,350,450,113,325,338.8333333
331,GANG GANG,"POLO G, Lil Wayne",375,420,350,450,115,325,339.1666667
332,Have Fun,Bad Boy Timz,375,420,350,450,117,325,339.5
333,Bow,Ruger,375,420,350,450,120,325,340
