rank,song,artist,apple,boom,spotify,audiomack,deezer,youtube,RT
133,Green Light,Olamide,375,93,350,151,300,325,265.6666666666667
134,Cho Cho,Zlatan,375,420,350,63,300,88,266.0
135,Don Dada,Timaya,375,420,350,84,300,89,269.6666666666667
136,Lo Lo,Omah Lay,375,84,350,194,300,325,271.3333333333333
137,Sweet One,Wizkid,71,420,68,450,300,325,272.3333333333333
138,Smile,Wizkid,375,420,116,106,300,325,273.6666666666667
139,Aye,Davido,375,75,350,450,300,96,274.3333333333333
140,Longtime (feat. Skepta),Wizkid,78,420,74,450,300,325,274.5
141,True Love (feat. Tay Iwar & Projexx),Wizkid,80,420,79,450,300,325,275.6666666666667
142,Mighty Wine,Wizkid,87,420,80,450,300,325,277.0
143,Damages,Tems,375,420,350,115,80,325,277.5
144,Piece of Me (feat. Ella Mai),Wizkid,88,420,83,450,300,325,277.6666666666667
145,Money & Laughter,"BOJ, Zamir, Amaarae",94,420,82,450,300,325,278.5
146,Ginger Me (Intro),Bella Shmurda,375,420,350,70,139,325,279.8333333333333
147,Back Door (feat. Quavo & Kodak Black),Pop Smoke,96,420,90,450,300,325,280.1666666666667
148,Merci Beaucoup,Pop Smoke,102,420,96,450,300,325,282.1666666666667
149,Let It Go,TATY KISS,375,420,350,450,63,44,283.6666666666667
150,MONTERO (Call Me By Your Name),Lil Nas X,375,420,350,450,50,58,283.8333333333333
151,Spoiled (feat. Pharrell),Pop Smoke,110,420,100,450,300,325,284.1666666666667
152,System (feat. WizKid),"Dave, Wizkid",103,420,108,450,300,325,284.3333333333333
153,Lazarus (feat. Boj),"Dave, Boj",105,420,109,450,300,325,284.8333333333333
154,We're All Alone,Dave,106,420,110,450,300,325,285.1666666666667
155,Jowo,Davido,113,420,105,450,300,325,285.5
156,Verdansk,Dave,107,420,113,450,300,325,285.8333333333333
157,Jack,Nasty C,375,91,350,450,134,325,287.5
158,Commitment Issues,Central Cee,375,420,350,184,74,325,288.0
159,Woo Baby Interlude,Pop Smoke,123,420,112,450,300,325,288.3333333333333
160,Stay,The Kid Laroi & Justin Bieber,375,420,350,450,79,57,288.5
161,Symbiosis,Ajebo Hustlers,124,420,350,214,300,325,288.8333333333333
162,Call Me Baby,Cheque,121,420,350,219,300,325,289.1666666666667
163,Motley Crew,Post Malone,375,420,350,450,77,67,289.8333333333333
164,At My Worst,Pink Sweat$,375,420,350,137,136,325,290.5
165,Professor Peller,Seyi Vibez,130,420,350,220,300,325,290.8333333333333
166,Ruger,Ruger,375,420,350,450,88,73,292.6666666666667
167,Astronaut In The Ocean,Masked Wolf,375,420,350,450,89,84,294.6666666666667
168,Both Sides Of A Smile,"Dave, James Blake",114,420,350,450,115,325,295.6666666666667
169,INDUSTRY BABY,"Lil Nas X, Jack Harlow",119,420,350,450,111,325,295.8333333333333
170,Three Rivers,Dave,115,420,350,450,118,325,296.3333333333333
171,40 BTC,Rexxie featuring Seyi Vibez,375,420,350,10,300,325,296.6666666666667
172,Twenty To One,Dave,117,420,350,450,119,325,296.8333333333333
173,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",375,420,350,450,86,100,296.8333333333333
174,Heart Attack,Dave,116,420,350,450,125,325,297.6666666666667
175,Ayewada,Barry Jhay,375,420,350,27,300,325,299.5
176,Money,"Terri, Bella Shmurda, Mohbad",375,420,350,30,300,325,300.0
177,90’S,Seyi Vibez,375,420,350,40,300,325,301.6666666666667
178,Aiye,Barry Jhay,375,420,350,42,300,325,302.0
179,Bad Type,Seyi Vibez,375,420,350,54,300,325,304.0
180,Sorry,MohBad,375,420,350,57,300,325,304.5
181,Omemma ((Live)),Judikay,375,31,350,450,300,325,305.1666666666667
182,Catalyst,Seyi Vibez,375,420,350,62,300,325,305.3333333333333
183,Feel,Mrolaide ,375,33,350,450,300,325,305.5
184,Sho Mo Mi,Bella Shmurda,375,420,350,64,300,325,305.6666666666667
185,Lenu (Remix),Buju,375,420,350,66,300,325,306.0
186,Check Yourself,Kaptain,375,39,350,450,300,325,306.5
187,Capable God,Judikay,375,41,350,450,300,325,306.8333333333333
188,Omnipotent,Bella Shmurda,375,420,350,71,300,325,306.8333333333333
189,So Lovely,Buju,375,420,350,74,300,325,307.3333333333333
190,Ori,Barry Jhay,375,420,350,78,300,325,308.0
191,Vision 2020,Bella Shmurda,375,420,350,80,300,325,308.3333333333333
192,Upgrade,Bella Shmurda,375,420,350,81,300,325,308.5
193,Too Faithful,Moses Bliss,375,51,350,450,300,325,308.5
194,Picture Freestyle,Seyi Vibez,375,420,350,82,300,325,308.6666666666667
195,Liquor,Bella Shmurda,375,420,350,86,300,325,309.3333333333333
196,Love Like This ft. Fireboy DML,Lil Kesh,375,57,350,450,300,325,309.5
197,Pay day,Seyi Vibez,375,420,350,87,300,325,309.5
198,Ma Pariwo,Zinoleesky,375,420,350,88,300,325,309.6666666666667
199,Baba Fela (Remix) ft. Laycon & Zlatan,Mr Real,375,59,350,450,300,325,309.8333333333333
200,Colorado,Zugo,375,420,350,91,300,325,310.1666666666667
201,Only You,Bella Shmurda,375,420,350,94,300,325,310.6666666666667
202,Muje,Barry Jhay,375,420,350,96,300,325,311.0
203,God Sent,Seyi Vibez,375,420,350,98,300,325,311.3333333333333
204,Chi Chi,Naira Marley,375,420,350,99,300,325,311.5
205,Spiritual,Buju,375,420,350,100,300,325,311.6666666666667
206,Rotate (Freestyle),Mr Eazi,375,70,350,450,300,325,311.6666666666667
207,Dangbana Orisa,Bella Shmurda,375,420,350,101,300,325,311.8333333333333
208,Hallelujah Challenge Praise Medley,Nathaniel Bassey,375,72,350,450,300,325,312.0
209,Holy Ground,Davido,375,420,350,104,300,325,312.3333333333333
210,Lagos Anthem,Zlatan,375,77,350,450,300,325,312.8333333333333
211,Ponmo,Mohbad,375,420,350,108,300,325,313.0
212,Airplane Mode,Fireboy DML,375,420,350,109,300,325,313.1666666666667
213,FEM,Davido,375,420,350,110,300,325,313.3333333333333
214,Amope,Bella Shmurda,375,420,350,111,300,325,313.5
215,Breakup Riddim ft. Nhlanhla Nciza,DJ Aroma,375,81,350,450,300,325,313.5
216,Boi Boi,Rexxie featuring Teni,375,420,350,113,300,325,313.8333333333333
217,It Ain't Me Tiktok (feat. Dj Abux) [Remix],Eduardo XD,39,420,350,450,300,325,314.0
218,Marlians Anthem,MohBad,375,420,350,114,300,325,314.0
219,Fall for Me,Laycon,375,420,350,116,300,325,314.3333333333333
220,Want ft. Fave,Olamide,375,87,350,450,300,325,314.5
221,Legends,Juice WRLD,375,420,350,121,300,325,315.1666666666667
222,Happiness,Davolee,375,420,350,122,300,325,315.3333333333333
223,NGNP (No Girlfriend No Problem) ft. Zlatan,Idowest,375,92,350,450,300,325,315.3333333333333
224,Cultural Praise,Kcee & Okwesili Eze Group,375,420,350,124,300,325,315.6666666666667
225,Adkin,K1 De Ultimate,375,95,350,450,300,325,315.8333333333333
226,"Squander (Remix) (Remix) ft. Kamo Mphela, Mpura, Niniola & Sayfar",Falz,375,96,350,450,300,325,316.0
227,Focus Vibe,Slimcase,375,97,350,450,300,325,316.1666666666667
228,Celebration,Joeboy,375,420,350,128,300,325,316.3333333333333
229,Your Body,Mayorkun,375,420,350,129,300,325,316.5
230,FOCUS DANCE BEAT ft. Hagman & Abati,Ajimovoix Drums,375,99,350,450,300,325,316.5
231,Wonderful,Burna Boy,375,420,350,130,300,325,316.6666666666667
232,Wild Side (feat. Cardi B),Normani,375,420,350,450,300,6,316.8333333333333
233,Currently,Kizz Daniel,375,420,350,131,300,325,316.8333333333333
234,MOSLADO,Teni,375,420,350,132,300,325,317.0
235,Die Young,Roddy Ricch,375,420,350,134,300,325,317.3333333333333
236,The Box,Roddy Ricch,375,420,350,136,300,325,317.6666666666667
237,Level Up (Twice As Tall),Burna Boy,375,420,350,138,300,325,318.0
238,Zoom,Cheque,375,420,350,139,300,325,318.1666666666667
239,Jehovah Overdo,Chidinma,375,420,350,450,300,17,318.6666666666667
240,Jalebi Baby,Tesher,375,420,350,450,300,18,318.8333333333333
241,Rest On Kashy,Anonymous Music,375,420,350,143,300,325,318.8333333333333
242,Egbon,Masterkraft,375,420,350,144,300,325,319.0
243,Project Dreams,Roddy Ricch,375,420,350,145,300,325,319.1666666666667
244,There Is a Place,Nathaniel Bassey,375,420,350,450,300,20,319.1666666666667
245,JO,Teni,375,420,350,146,300,325,319.3333333333333
246,Symphony,Seyi Vibez,375,420,350,147,300,325,319.5
247,IYO,Diamond Platnumz,375,420,350,149,300,325,319.8333333333333
248,Life Is Good,Future,375,420,350,152,300,325,320.3333333333333
249,Woman,Rema,375,420,350,154,300,325,320.6666666666667
250,In My Maserati,Olakira,375,420,350,450,300,29,320.6666666666667
251,Go Away,Fireboy DML,375,420,350,156,300,325,321.0
252,Damn,Omah Lay,375,420,350,157,300,325,321.1666666666667
253,Jafafa,Chinko Ekun & Mohbad,375,420,350,158,300,325,321.3333333333333
254,Activate,Stonebwoy,375,420,350,159,300,325,321.5
255,TAKE OFF,corizo,375,420,350,160,300,325,321.6666666666667
256,Do not Disturb,Omah Lay,375,420,350,161,300,325,321.8333333333333
257,Be Something,Polo G,375,420,350,162,300,325,322.0
258,Flex,Kizz Daniel,375,420,350,163,300,325,322.1666666666667
259,Olorun Agbaye (You Are Mighty) (feat. Chandler Moore & Oba),Nathaniel Bassey,375,420,350,450,300,38,322.1666666666667
260,Something Different,Adekunle Gold,375,420,350,164,300,325,322.3333333333333
261,So Crazy,Davido,375,420,350,165,300,325,322.5
262,Doings (feat. Phyno),Flavour,375,420,350,450,300,41,322.6666666666667
263,Rich And Blind,Juice WRLD,375,420,350,166,300,325,322.6666666666667
264,HELL (interlude),corizo,375,420,350,167,300,325,322.8333333333333
265,Mandeman,Small Doctor,375,420,350,168,300,325,323.0
266,Hello Brother,Omah Lay,375,420,350,170,300,325,323.3333333333333
267,Permission to Dance,BTS,375,420,350,450,300,45,323.3333333333333
268,What Type Of Dance,DJ Kaywise ,375,420,350,171,300,325,323.5
269,AG Baby,Adekunle Gold,375,420,350,172,300,325,323.6666666666667
270,Spell,Fireboy DML & Wande Coal,375,420,350,173,300,325,323.8333333333333
271,Prayer Request,Victor AD,375,420,350,174,300,325,324.0
272,Know You,Ladipoe,375,420,350,175,300,325,324.1666666666667
273,Paloma,Mr. P & --,375,420,350,450,300,50,324.1666666666667
274,LV N ATTN feat. Wizkid,"Lojay, Sarz, Wizkid",375,420,350,450,25,325,324.1666666666667
275,Berna Reloaded (feat. Fally Ipupa & Diamond Platnumz),Flavour,375,420,350,450,300,51,324.3333333333333
276,High Fashion,Roddy Ricch,375,420,350,177,300,325,324.5
277,Jireh (feat. Chandler Moore & Naomi Raine),Elevation Worship & Maverick City Music,375,420,350,450,300,52,324.5
278,Temple (Remix),ALOMA,375,420,350,178,300,325,324.6666666666667
279,Mothaland (Remix),Sound Sultan & Johnny Drille,375,420,350,450,300,54,324.8333333333333
280,Maserati (Remix),Olakira,375,420,350,179,300,325,324.8333333333333
281,Afar,Fireboy DML & Olamide,375,420,350,180,300,325,325.0
282,You're Welcome,Dwayne Johnson,375,420,350,450,300,56,325.1666666666667
283,Selfish,Tink & Yung Bleu,375,420,350,181,300,325,325.1666666666667
284,Happy Birthday,Simi feat. Adekunle Gold and Deja,375,420,350,182,300,325,325.3333333333333
285,ELI,Fireboy DML,375,420,350,183,300,325,325.5
286,Good Woman,Flavour,375,420,350,450,300,59,325.6666666666667
287,Sere (Remix),"Spinall, Fireboy DML and 6LACK",375,420,350,185,300,325,325.8333333333333
288,Ball Till We Fall,Kida Kudz featuring Bella Shmurda,375,420,350,186,300,325,326.0
289,Like I Do,Fireboy DML,375,420,350,187,300,325,326.1666666666667
290,Onyedikagi (feat. Glowrie),Mercy Chinwo,375,420,350,450,300,63,326.3333333333333
291,As E Dey Go,Naira Marley,375,420,350,188,300,325,326.3333333333333
292,Born to Win,Timaya,375,420,350,190,300,325,326.6666666666667
293,Lurkin (Remix),"Funk Flex, King Von, Polo G",375,420,350,191,300,325,326.8333333333333
294,Omo Ologo,Lil Frosh featuring Zinoleesky,375,420,350,192,300,325,327.0
295,Waka Waka (This Time for Africa),Shakira,375,420,350,450,300,68,327.1666666666667
296,Cheers,Russ,375,420,350,193,300,325,327.1666666666667
297,Survivor's Guilt,Dave,118,420,350,450,300,325,327.1666666666667
298,Addicted,Guchi,375,420,350,450,300,69,327.3333333333333
299,Ye Ye Ye,Omah Lay,375,420,350,195,300,325,327.5
300,Unforgiving,"Yung Bleu, Davido",120,420,350,450,300,325,327.5
301,Freaky,Hotkid,375,420,350,196,300,325,327.6666666666667
302,Adé Orí Òkin,K1 De Ultimate,375,420,350,450,300,71,327.6666666666667
303,ONEMMENMA (Live),Mercy Chinwo & Chioma Jesus,375,420,350,450,300,72,327.8333333333333
304,Hood Scars 2,J.I the Prince of N.Y & Lil Tjay,375,420,350,197,300,325,327.8333333333333
305,Solace,Ajebo Hustlers,122,420,350,450,300,325,327.8333333333333
306,One Time,Moelogo,375,420,350,198,300,325,328.0
307,Back2Back,Rexxie featuring Bella Shmurda,375,420,350,199,300,325,328.1666666666667
308,Dama,Namenj & Hamisu Breaker,375,420,350,450,300,75,328.3333333333333
309,Beamer (Bad Boys),Rema,375,420,350,200,300,325,328.3333333333333
310,Verified (feat. Mayorkun),Laycon,375,420,350,450,300,76,328.5
311,My Shit,Bizzy Banks,375,420,350,201,300,325,328.5
312,Dumptruck,500raxx & TYGA,375,420,350,202,300,325,328.6666666666667
313,Yahweh,Mercy Chinwo,375,420,350,450,300,78,328.8333333333333
314,Sai dake,Hamisu Breaker,375,420,350,450,300,81,329.3333333333333
315,Kidnap Who,Bouba Savage,375,420,350,206,300,325,329.3333333333333
316,Glu,Rygin King & Stalk Ashley,375,420,350,208,300,325,329.6666666666667
317,Butter,BTS,375,420,350,450,300,83,329.6666666666667
318,Table for Two,Bella Alubo,375,420,350,209,300,325,329.8333333333333
319,Dopamine Freestyle,Sad Frosty,375,420,350,210,300,325,330.0
320,Boom,Saucy Santana,375,420,350,212,300,325,330.3333333333333
321,so wrong,DayOnTheTrack,375,420,350,213,300,325,330.5
322,Rise Up,2Baba & Falz,375,420,350,215,300,325,330.8333333333333
323,GANI A SO,Zainab Ambato,375,420,350,450,300,90,330.8333333333333
324,Get Back,MO3,375,420,350,216,300,325,331.0
325,My Heart (feat. Adekunle Gold),Naomi Mac,375,420,350,450,300,91,331.0
326,Money Man (Remix),Malcolm Nuna,375,420,350,217,300,325,331.1666666666667
327,Believer,Imagine Dragons,375,420,350,450,300,92,331.1666666666667
328,Times Two (X2),WANI,375,420,350,218,300,325,331.3333333333333
329,Kokose (feat. Wizkid),Sound Sultan & Wizkid,375,420,350,450,300,93,331.3333333333333
330,Heartbreak Anniversary,Giveon,375,420,350,450,69,325,331.5
331,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",375,420,350,450,300,95,331.6666666666667
332,Jealous,Alikiba,375,420,350,221,300,325,331.8333333333333
333,Alone With You,Alina Baraz,375,420,350,222,300,325,332.0
334,ROCKSTAR,"DaBaby, Roddy Ricch",375,420,350,450,72,325,332.0
335,Bolanle (feat. Zlatan),IVD,375,420,350,450,300,98,332.1666666666667
336,See You Next Week,Dremo,375,420,350,223,300,325,332.1666666666667
337,Dance,Humblesmith,375,420,350,224,300,325,332.3333333333333
338,Cocaine,Daiverse,375,420,350,226,300,325,332.6666666666667
339,Fear Nobody,Demide featuring Bella Shmurda,375,420,350,227,300,325,332.8333333333333
340,Runaway,AURORA,375,420,350,450,78,325,333.0
341,Limelight,Young Fairo,375,420,350,228,300,325,333.0
342,Still Lit,Action Pack,375,420,350,229,300,325,333.1666666666667
343,Bad Habits,Ed Sheeran,375,420,350,450,81,325,333.5
344,Dior,Pop Smoke,375,420,350,450,84,325,334.0
345,Lemonade,"Internet money, Gunna, Don Toliver, NAV",375,420,350,450,85,325,334.1666666666667
346,a m a r i,J. Cole,375,420,350,450,91,325,335.1666666666667
347,Calling My Phone,"Lil Tjay, 6lack",375,420,350,450,93,325,335.5
348,Real Shiii,Graimmy Thesoh,375,420,350,450,95,325,335.8333333333333
349,Red Light Green Light,DaBaby,375,420,350,450,104,325,337.3333333333333
350,Away,Ayra Starr,375,420,350,450,109,325,338.1666666666667
351,Kiss Me More (feat. SZA),"Doja Cat, SZA",375,420,350,450,137,325,342.8333333333333
352,Oh No,Alpha P,375,420,350,450,138,325,343.0
353,Straightenin,Migos,375,420,350,450,140,325,343.3333333333333
